"name","raw_name","category","label","units","core"
"fish_HERBNTAX","HERBNTAX","Fish","HERBNTAX","",FALSE
"fish_HERBPIND","HERBPIND","Fish","HERBPIND","",FALSE
"fish_HERBPTAX","HERBPTAX","Fish","HERBPTAX","",FALSE
"fish_ICTANTAX","ICTANTAX","Fish","ICTANTAX","",FALSE
"fish_ICTAPIND","ICTAPIND","Fish","ICTAPIND","",FALSE
"fish_ICTAPTAX","ICTAPTAX","Fish","ICTAPTAX","",FALSE
"fish_INTLCARNNTAX","INTLCARNNTAX","Fish","INTLCARNNTAX","",FALSE
"fish_INTLCARNPIND","INTLCARNPIND","Fish","INTLCARNPIND","",FALSE
"fish_INTLCARNPTAX","INTLCARNPTAX","Fish","INTLCARNPTAX","",FALSE
"fish_INTLINVNTAX","INTLINVNTAX","Fish","INTLINVNTAX","",FALSE
"fish_INTLINVPIND","INTLINVPIND","Fish","INTLINVPIND","",FALSE
"fish_INTLINVPTAX","INTLINVPTAX","Fish","INTLINVPTAX","",FALSE
"fish_INTLLOTNTAX","INTLLOTNTAX","Fish","INTLLOTNTAX","",FALSE
"fish_INTLLOTPIND","INTLLOTPIND","Fish","INTLLOTPIND","",FALSE
"fish_INTLLOTPTAX","INTLLOTPTAX","Fish","INTLLOTPTAX","",FALSE
"fish_INTLMIGRNTAX","INTLMIGRNTAX","Fish","INTLMIGRNTAX","",FALSE
"fish_INTLMIGRPIND","INTLMIGRPIND","Fish","INTLMIGRPIND","",FALSE
"fish_INTLMIGRPTAX","INTLMIGRPTAX","Fish","INTLMIGRPTAX","",FALSE
"fish_INTLNTAX","INTLNTAX","Fish","INTLNTAX","",FALSE
"fish_INTLPIND","INTLPIND","Fish","INTLPIND","",TRUE
"fish_INTLPTAX","INTLPTAX","Fish","INTLPTAX","",FALSE
"fish_INTLRHEONTAX","INTLRHEONTAX","Fish","INTLRHEONTAX","",FALSE
"fish_INTLRHEOPIND","INTLRHEOPIND","Fish","INTLRHEOPIND","",FALSE
"fish_INTLRHEOPTAX","INTLRHEOPTAX","Fish","INTLRHEOPTAX","",FALSE
"fish_INVNTAX","INVNTAX","Fish","INVNTAX","",FALSE
"fish_INVPIND","INVPIND","Fish","INVPIND","",FALSE
"fish_INVPTAX","INVPTAX","Fish","INVPTAX","",FALSE
"fish_LITHNTAX","LITHNTAX","Fish","LITHNTAX","",FALSE
"fish_LITHPIND","LITHPIND","Fish","LITHPIND","",FALSE
"fish_LITHPTAX","LITHPTAX","Fish","LITHPTAX","",FALSE
"fish_LOTNTAX","LOTNTAX","Fish","LOTNTAX","",FALSE
"fish_LOTPIND","LOTPIND","Fish","LOTPIND","",FALSE
"fish_LOTPTAX","LOTPTAX","Fish","LOTPTAX","",FALSE
"fish_MIGRNTAX","MIGRNTAX","Fish","MIGRNTAX","",FALSE
"fish_MIGRPIND","MIGRPIND","Fish","MIGRPIND","",FALSE
"fish_MIGRPTAX","MIGRPTAX","Fish","MIGRPTAX","",FALSE
"fish_MTOLNTAX","MTOLNTAX","Fish","MTOLNTAX","",FALSE
"fish_MTOLPIND","MTOLPIND","Fish","MTOLPIND","",FALSE
"fish_MTOLPTAX","MTOLPTAX","Fish","MTOLPTAX","",FALSE
"fish_NAT_BENTINVNTAX","NAT_BENTINVNTAX","Fish","NAT_BENTINVNTAX","",FALSE
"fish_NAT_BENTINVPIND","NAT_BENTINVPIND","Fish","NAT_BENTINVPIND","",FALSE
"fish_NAT_BENTINVPTAX","NAT_BENTINVPTAX","Fish","NAT_BENTINVPTAX","",FALSE
"fish_NAT_CARNNTAX","NAT_CARNNTAX","Fish","NAT_CARNNTAX","",FALSE
"fish_NAT_CARNPIND","NAT_CARNPIND","Fish","NAT_CARNPIND","",FALSE
"fish_NAT_CARNPTAX","NAT_CARNPTAX","Fish","NAT_CARNPTAX","",FALSE
"fish_NAT_CATONTAX","NAT_CATONTAX","Fish","NAT_CATONTAX","",FALSE
"fish_NAT_CATOPIND","NAT_CATOPIND","Fish","NAT_CATOPIND","",FALSE
"fish_NAT_CATOPTAX","NAT_CATOPTAX","Fish","NAT_CATOPTAX","",FALSE
"fish_NAT_CENTNTAX","NAT_CENTNTAX","Fish","NAT_CENTNTAX","",FALSE
"fish_NAT_CENTPIND","NAT_CENTPIND","Fish","NAT_CENTPIND","",FALSE
"fish_NAT_CENTPTAX","NAT_CENTPTAX","Fish","NAT_CENTPTAX","",FALSE
"fish_NAT_COLDNTAX","NAT_COLDNTAX","Fish","NAT_COLDNTAX","",FALSE
"fish_NAT_COLDPIND","NAT_COLDPIND","Fish","NAT_COLDPIND","",FALSE
"fish_NAT_COLDPTAX","NAT_COLDPTAX","Fish","NAT_COLDPTAX","",FALSE
"fish_NAT_CYPRNTAX","NAT_CYPRNTAX","Fish","NAT_CYPRNTAX","",FALSE
"fish_NAT_CYPRPIND","NAT_CYPRPIND","Fish","NAT_CYPRPIND","",FALSE
"fish_NAT_CYPRPTAX","NAT_CYPRPTAX","Fish","NAT_CYPRPTAX","",FALSE
"fish_NAT_HERBNTAX","NAT_HERBNTAX","Fish","NAT_HERBNTAX","",FALSE
"fish_NAT_HERBPIND","NAT_HERBPIND","Fish","NAT_HERBPIND","",FALSE
"fish_NAT_HERBPTAX","NAT_HERBPTAX","Fish","NAT_HERBPTAX","",FALSE
"fish_NAT_ICTANTAX","NAT_ICTANTAX","Fish","NAT_ICTANTAX","",FALSE
"fish_NAT_ICTAPIND","NAT_ICTAPIND","Fish","NAT_ICTAPIND","",FALSE
"fish_NAT_ICTAPTAX","NAT_ICTAPTAX","Fish","NAT_ICTAPTAX","",FALSE
"fish_NAT_INTLCARNNTAX","NAT_INTLCARNNTAX","Fish","NAT_INTLCARNNTAX","",FALSE
"fish_NAT_INTLCARNPIND","NAT_INTLCARNPIND","Fish","NAT_INTLCARNPIND","",FALSE
"fish_NAT_INTLCARNPTAX","NAT_INTLCARNPTAX","Fish","NAT_INTLCARNPTAX","",FALSE
"fish_NAT_INTLINVNTAX","NAT_INTLINVNTAX","Fish","NAT_INTLINVNTAX","",FALSE
"fish_NAT_INTLINVPIND","NAT_INTLINVPIND","Fish","NAT_INTLINVPIND","",FALSE
"fish_NAT_INTLINVPTAX","NAT_INTLINVPTAX","Fish","NAT_INTLINVPTAX","",FALSE
"fish_NAT_INTLLOTNTAX","NAT_INTLLOTNTAX","Fish","NAT_INTLLOTNTAX","",FALSE
"fish_NAT_INTLLOTPIND","NAT_INTLLOTPIND","Fish","NAT_INTLLOTPIND","",FALSE
"fish_NAT_INTLLOTPTAX","NAT_INTLLOTPTAX","Fish","NAT_INTLLOTPTAX","",FALSE
"fish_NAT_INTLMIGRNTAX","NAT_INTLMIGRNTAX","Fish","NAT_INTLMIGRNTAX","",FALSE
"fish_NAT_INTLMIGRPIND","NAT_INTLMIGRPIND","Fish","NAT_INTLMIGRPIND","",FALSE
"fish_NAT_INTLMIGRPTAX","NAT_INTLMIGRPTAX","Fish","NAT_INTLMIGRPTAX","",FALSE
"fish_NAT_INTLNTAX","NAT_INTLNTAX","Fish","NAT_INTLNTAX","",FALSE
"fish_NAT_INTLPIND","NAT_INTLPIND","Fish","NAT_INTLPIND","",FALSE
"fish_NAT_INTLPTAX","NAT_INTLPTAX","Fish","NAT_INTLPTAX","",FALSE
"fish_NAT_INTLRHEONTAX","NAT_INTLRHEONTAX","Fish","NAT_INTLRHEONTAX","",FALSE
"fish_NAT_INTLRHEOPIND","NAT_INTLRHEOPIND","Fish","NAT_INTLRHEOPIND","",FALSE
"fish_NAT_INTLRHEOPTAX","NAT_INTLRHEOPTAX","Fish","NAT_INTLRHEOPTAX","",FALSE
"fish_NAT_INVNTAX","NAT_INVNTAX","Fish","NAT_INVNTAX","",FALSE
"fish_NAT_INVPIND","NAT_INVPIND","Fish","NAT_INVPIND","",FALSE
"fish_NAT_INVPTAX","NAT_INVPTAX","Fish","NAT_INVPTAX","",FALSE
"fish_NAT_LITHNTAX","NAT_LITHNTAX","Fish","NAT_LITHNTAX","",FALSE
"fish_NAT_LITHPIND","NAT_LITHPIND","Fish","NAT_LITHPIND","",FALSE
"fish_NAT_LITHPTAX","NAT_LITHPTAX","Fish","NAT_LITHPTAX","",FALSE
"fish_NAT_LOTNTAX","NAT_LOTNTAX","Fish","NAT_LOTNTAX","",FALSE
"fish_NAT_LOTPIND","NAT_LOTPIND","Fish","NAT_LOTPIND","",FALSE
"fish_NAT_LOTPTAX","NAT_LOTPTAX","Fish","NAT_LOTPTAX","",FALSE
"fish_NAT_MIGRNTAX","NAT_MIGRNTAX","Fish","NAT_MIGRNTAX","",FALSE
"fish_NAT_MIGRPIND","NAT_MIGRPIND","Fish","NAT_MIGRPIND","",FALSE
"fish_NAT_MIGRPTAX","NAT_MIGRPTAX","Fish","NAT_MIGRPTAX","",FALSE
"fish_NAT_MTOLNTAX","NAT_MTOLNTAX","Fish","NAT_MTOLNTAX","",FALSE
"fish_NAT_MTOLPIND","NAT_MTOLPIND","Fish","NAT_MTOLPIND","",FALSE
"fish_NAT_MTOLPTAX","NAT_MTOLPTAX","Fish","NAT_MTOLPTAX","",FALSE
"fish_NAT_NTOLBENTNTAX","NAT_NTOLBENTNTAX","Fish","NAT_NTOLBENTNTAX","",FALSE
"fish_NAT_NTOLBENTPIND","NAT_NTOLBENTPIND","Fish","NAT_NTOLBENTPIND","",FALSE
"fish_NAT_NTOLBENTPTAX","NAT_NTOLBENTPTAX","Fish","NAT_NTOLBENTPTAX","",FALSE
"fish_NAT_NTOLCARNNTAX","NAT_NTOLCARNNTAX","Fish","NAT_NTOLCARNNTAX","",FALSE
"fish_NAT_NTOLCARNPIND","NAT_NTOLCARNPIND","Fish","NAT_NTOLCARNPIND","",FALSE
"fish_NAT_NTOLCARNPTAX","NAT_NTOLCARNPTAX","Fish","NAT_NTOLCARNPTAX","",FALSE
"fish_NAT_NTOLINVNTAX","NAT_NTOLINVNTAX","Fish","NAT_NTOLINVNTAX","",FALSE
"fish_NAT_NTOLINVPIND","NAT_NTOLINVPIND","Fish","NAT_NTOLINVPIND","",FALSE
"fish_NAT_NTOLINVPTAX","NAT_NTOLINVPTAX","Fish","NAT_NTOLINVPTAX","",FALSE
"fish_NAT_NTOLNTAX","NAT_NTOLNTAX","Fish","NAT_NTOLNTAX","",FALSE
"fish_NAT_NTOLPIND","NAT_NTOLPIND","Fish","NAT_NTOLPIND","",FALSE
"fish_NAT_NTOLPTAX","NAT_NTOLPTAX","Fish","NAT_NTOLPTAX","",FALSE
"fish_NAT_OMNINTAX","NAT_OMNINTAX","Fish","NAT_OMNINTAX","",FALSE
"fish_NAT_OMNIPIND","NAT_OMNIPIND","Fish","NAT_OMNIPIND","",FALSE
"fish_NAT_OMNIPTAX","NAT_OMNIPTAX","Fish","NAT_OMNIPTAX","",FALSE
"fish_NAT_PIND","NAT_PIND","Fish","NAT_PIND","",FALSE
"fish_NAT_PTAX","NAT_PTAX","Fish","NAT_PTAX","",FALSE
"fish_NAT_RBCATONTAX","NAT_RBCATONTAX","Fish","NAT_RBCATONTAX","",FALSE
"fish_NAT_RBCATOPIND","NAT_RBCATOPIND","Fish","NAT_RBCATOPIND","",FALSE
"fish_NAT_RBCATOPTAX","NAT_RBCATOPTAX","Fish","NAT_RBCATOPTAX","",FALSE
"fish_NAT_RHEONTAX","NAT_RHEONTAX","Fish","NAT_RHEONTAX","",FALSE
"fish_NAT_RHEOPIND","NAT_RHEOPIND","Fish","NAT_RHEOPIND","",FALSE
"fish_NAT_RHEOPTAX","NAT_RHEOPTAX","Fish","NAT_RHEOPTAX","",FALSE
"fish_NAT_SALMNTAX","NAT_SALMNTAX","Fish","NAT_SALMNTAX","",FALSE
"fish_NAT_SALMPIND","NAT_SALMPIND","Fish","NAT_SALMPIND","",FALSE
"fish_NAT_SALMPTAX","NAT_SALMPTAX","Fish","NAT_SALMPTAX","",FALSE
"fish_NAT_TOLRNTAX","NAT_TOLRNTAX","Fish","NAT_TOLRNTAX","",FALSE
"fish_NAT_TOLRPIND","NAT_TOLRPIND","Fish","NAT_TOLRPIND","",FALSE
"fish_NAT_TOLRPTAX","NAT_TOLRPTAX","Fish","NAT_TOLRPTAX","",FALSE
"fish_NAT_TOTLNIND","NAT_TOTLNIND","Fish","NAT_TOTLNIND","",FALSE
"fish_NAT_TOTLNTAX","NAT_TOTLNTAX","Fish","NAT_TOTLNTAX","",TRUE
"fish_NAT_WTD_TV","NAT_WTD_TV","Fish","NAT_WTD_TV","",FALSE
"fish_NTOLBENTNTAX","NTOLBENTNTAX","Fish","NTOLBENTNTAX","",FALSE
"fish_NTOLBENTPIND","NTOLBENTPIND","Fish","NTOLBENTPIND","",FALSE
"fish_NTOLBENTPTAX","NTOLBENTPTAX","Fish","NTOLBENTPTAX","",FALSE
"fish_NTOLCARNNTAX","NTOLCARNNTAX","Fish","NTOLCARNNTAX","",FALSE
"fish_NTOLCARNPIND","NTOLCARNPIND","Fish","NTOLCARNPIND","",FALSE
"fish_NTOLCARNPTAX","NTOLCARNPTAX","Fish","NTOLCARNPTAX","",FALSE
"fish_NTOLINVNTAX","NTOLINVNTAX","Fish","NTOLINVNTAX","",FALSE
"fish_NTOLINVPIND","NTOLINVPIND","Fish","NTOLINVPIND","",FALSE
"fish_NTOLINVPTAX","NTOLINVPTAX","Fish","NTOLINVPTAX","",FALSE
"fish_NTOLNTAX","NTOLNTAX","Fish","NTOLNTAX","",FALSE
"fish_NTOLPIND","NTOLPIND","Fish","NTOLPIND","",FALSE
"fish_NTOLPTAX","NTOLPTAX","Fish","NTOLPTAX","",FALSE
"fish_OMNINTAX","OMNINTAX","Fish","OMNINTAX","",FALSE
"fish_OMNIPIND","OMNIPIND","Fish","OMNIPIND","",FALSE
"fish_OMNIPTAX","OMNIPTAX","Fish","OMNIPTAX","",FALSE
"fish_RBCATONTAX","RBCATONTAX","Fish","RBCATONTAX","",FALSE
"fish_RBCATOPIND","RBCATOPIND","Fish","RBCATOPIND","",FALSE
"fish_RBCATOPTAX","RBCATOPTAX","Fish","RBCATOPTAX","",FALSE
"fish_RHEONTAX","RHEONTAX","Fish","RHEONTAX","",FALSE
"fish_RHEOPIND","RHEOPIND","Fish","RHEOPIND","",FALSE
"fish_RHEOPTAX","RHEOPTAX","Fish","RHEOPTAX","",FALSE
"fish_SALMNTAX","SALMNTAX","Fish","SALMNTAX","",FALSE
"fish_SALMPIND","SALMPIND","Fish","SALMPIND","",FALSE
"fish_SALMPTAX","SALMPTAX","Fish","SALMPTAX","",FALSE
"fish_TOLRNTAX","TOLRNTAX","Fish","TOLRNTAX","",FALSE
"fish_TOLRPIND","TOLRPIND","Fish","TOLRPIND","",FALSE
"fish_TOLRPTAX","TOLRPTAX","Fish","TOLRPTAX","",FALSE
"fish_TOTLNIND","TOTLNIND","Fish","TOTLNIND","",FALSE
"fish_TOTLNTAX","TOTLNTAX","Fish","TOTLNTAX","",TRUE
"fish_WTD_TV","WTD_TV","Fish","WTD_TV","",FALSE
"land_AGKFFACTWS","AGKFFACTWS","Landscape","AGKFFACTWS","",FALSE
"land_AL2O3WS","AL2O3WS","Landscape","AL2O3WS","",FALSE
"land_AWCHWS","AWCHWS","Landscape","AWCHWS","",FALSE
"land_BDHWS","BDHWS","Landscape","BDHWS","",FALSE
"land_BFIWS","BFIWS","Landscape","BFIWS","",TRUE
"land_CANALDENSWS","CANALDENSWS","Landscape","CANALDENSWS","",FALSE
"land_CAOWS","CAOWS","Landscape","CAOWS","",FALSE
"land_CBNFWS","CBNFWS","Landscape","CBNFWS","",FALSE
"land_CLAYWS","CLAYWS","Landscape","CLAYWS","",TRUE
"land_COALMINEDENSWS","COALMINEDENSWS","Landscape","COALMINEDENSWS","",FALSE
"land_COMPSTRGTHWS","COMPSTRGTHWS","Landscape","COMPSTRGTHWS","",FALSE
"land_DAMDENSWS","DAMDENSWS","Landscape","DAMDENSWS","",FALSE
"land_DAMNIDSTORWS","DAMNIDSTORWS","Landscape","DAMNIDSTORWS","",FALSE
"land_DAMNRMSTORWS","DAMNRMSTORWS","Landscape","DAMNRMSTORWS","",FALSE
"land_ELEVWS","ELEVWS","Landscape","ELEVWS","",TRUE
"land_ETWS","ETWS","Landscape","ETWS","",FALSE
"land_FE2O3WS","FE2O3WS","Landscape","FE2O3WS","",FALSE
"land_FERTWS","FERTWS","Landscape","FERTWS","",FALSE
"land_FSTFRZWS","FSTFRZWS","Landscape","FSTFRZWS","",FALSE
"land_GEOL_HUNT_DOM_PCT_WS","GEOL_HUNT_DOM_PCT_WS","Landscape","GEOL_HUNT_DOM_PCT_WS","",FALSE
"land_GEOL_REEDBUSH_DOM_PCT_WS","GEOL_REEDBUSH_DOM_PCT_WS","Landscape","GEOL_REEDBUSH_DOM_PCT_WS","",FALSE
"land_HUDEN2010WS","HUDEN2010WS","Landscape","HUDEN2010WS","",FALSE
"land_HYDRLCONDWS","HYDRLCONDWS","Landscape","HYDRLCONDWS","",FALSE
"land_INORGNWETDEP_2008WS","INORGNWETDEP_2008WS","Landscape","INORGNWETDEP_2008WS","",FALSE
"land_K2OWS","K2OWS","Landscape","K2OWS","",FALSE
"land_KFFACTWS","KFFACTWS","Landscape","KFFACTWS","",FALSE
"land_LSTFRZWS","LSTFRZWS","Landscape","LSTFRZWS","",FALSE
"land_MANUREWS","MANUREWS","Landscape","MANUREWS","",FALSE
"land_MGOWS","MGOWS","Landscape","MGOWS","",FALSE
"land_MINEDENSWS","MINEDENSWS","Landscape","MINEDENSWS","",FALSE
"land_NA2OWS","NA2OWS","Landscape","NA2OWS","",FALSE
"land_NABD_DENSWS","NABD_DENSWS","Landscape","NABD_DENSWS","",FALSE
"land_NABD_NIDSTORWS","NABD_NIDSTORWS","Landscape","NABD_NIDSTORWS","",FALSE
"land_NABD_NRMSTORWS","NABD_NRMSTORWS","Landscape","NABD_NRMSTORWS","",FALSE
"land_NH4_2008WS","NH4_2008WS","Landscape","NH4_2008WS","",FALSE
"land_NO3_2008WS","NO3_2008WS","Landscape","NO3_2008WS","",FALSE
"land_NPDESDENSWS","NPDESDENSWS","Landscape","NPDESDENSWS","",FALSE
"land_NWS","NWS","Landscape","NWS","",FALSE
"land_OMHWS","OMHWS","Landscape","OMHWS","",FALSE
"land_OMWS","OMWS","Landscape","OMWS","",FALSE
"land_P2O5WS","P2O5WS","Landscape","P2O5WS","",FALSE
"land_PCTAG2006SLP10WS","PCTAG2006SLP10WS","Landscape","PCTAG2006SLP10WS","",FALSE
"land_PCTAG2006SLP20WS","PCTAG2006SLP20WS","Landscape","PCTAG2006SLP20WS","",FALSE
"land_PCTALKINTRUVOLWS","PCTALKINTRUVOLWS","Landscape","PCTALKINTRUVOLWS","",FALSE
"land_PCTALLUVCOASTWS","PCTALLUVCOASTWS","Landscape","PCTALLUVCOASTWS","",FALSE
"land_PCTBL2001WS","PCTBL2001WS","Landscape","PCTBL2001WS","",FALSE
"land_PCTBL2004WS","PCTBL2004WS","Landscape","PCTBL2004WS","",FALSE
"land_PCTBL2006WS","PCTBL2006WS","Landscape","PCTBL2006WS","",FALSE
"land_PCTBL2008WS","PCTBL2008WS","Landscape","PCTBL2008WS","",FALSE
"land_PCTBL2011WS","PCTBL2011WS","Landscape","PCTBL2011WS","",FALSE
"land_PCTBL2013WS","PCTBL2013WS","Landscape","PCTBL2013WS","",FALSE
"land_PCTBL2016WS","PCTBL2016WS","Landscape","PCTBL2016WS","",FALSE
"land_PCTBL2019WS","PCTBL2019WS","Landscape","PCTBL2019WS","",FALSE
"land_PCTCARBONATEWS","PCTCARBONATEWS","Landscape","PCTCARBONATEWS","",FALSE
"land_PCTCARBRESIDWS","PCTCARBRESIDWS","Landscape","PCTCARBRESIDWS","",FALSE
"land_PCTCOASTCRSWS","PCTCOASTCRSWS","Landscape","PCTCOASTCRSWS","",FALSE
"land_PCTCOLLUVSEDWS","PCTCOLLUVSEDWS","Landscape","PCTCOLLUVSEDWS","",FALSE
"land_PCTCONIF2001WS","PCTCONIF2001WS","Landscape","PCTCONIF2001WS","",FALSE
"land_PCTCONIF2004WS","PCTCONIF2004WS","Landscape","PCTCONIF2004WS","",FALSE
"land_PCTCONIF2006WS","PCTCONIF2006WS","Landscape","PCTCONIF2006WS","",FALSE
"land_PCTCONIF2008WS","PCTCONIF2008WS","Landscape","PCTCONIF2008WS","",FALSE
"land_PCTCONIF2011WS","PCTCONIF2011WS","Landscape","PCTCONIF2011WS","",FALSE
"land_PCTCONIF2013WS","PCTCONIF2013WS","Landscape","PCTCONIF2013WS","",FALSE
"land_PCTCONIF2016WS","PCTCONIF2016WS","Landscape","PCTCONIF2016WS","",FALSE
"land_PCTCONIF2019WS","PCTCONIF2019WS","Landscape","PCTCONIF2019WS","",TRUE
"land_PCTCROP2001WS","PCTCROP2001WS","Landscape","PCTCROP2001WS","",FALSE
"land_PCTCROP2004WS","PCTCROP2004WS","Landscape","PCTCROP2004WS","",FALSE
"land_PCTCROP2006WS","PCTCROP2006WS","Landscape","PCTCROP2006WS","",FALSE
"land_PCTCROP2008WS","PCTCROP2008WS","Landscape","PCTCROP2008WS","",FALSE
"land_PCTCROP2011WS","PCTCROP2011WS","Landscape","PCTCROP2011WS","",FALSE
"land_PCTCROP2013WS","PCTCROP2013WS","Landscape","PCTCROP2013WS","",FALSE
"land_PCTCROP2016WS","PCTCROP2016WS","Landscape","PCTCROP2016WS","",FALSE
"land_PCTCROP2019WS","PCTCROP2019WS","Landscape","PCTCROP2019WS","",TRUE
"land_PCTDECID2001WS","PCTDECID2001WS","Landscape","PCTDECID2001WS","",FALSE
"land_PCTDECID2004WS","PCTDECID2004WS","Landscape","PCTDECID2004WS","",FALSE
"land_PCTDECID2006WS","PCTDECID2006WS","Landscape","PCTDECID2006WS","",FALSE
"land_PCTDECID2008WS","PCTDECID2008WS","Landscape","PCTDECID2008WS","",FALSE
"land_PCTDECID2011WS","PCTDECID2011WS","Landscape","PCTDECID2011WS","",FALSE
"land_PCTDECID2013WS","PCTDECID2013WS","Landscape","PCTDECID2013WS","",FALSE
"land_PCTDECID2016WS","PCTDECID2016WS","Landscape","PCTDECID2016WS","",FALSE
"land_PCTDECID2019WS","PCTDECID2019WS","Landscape","PCTDECID2019WS","",TRUE
"land_PCTEOLCRSWS","PCTEOLCRSWS","Landscape","PCTEOLCRSWS","",FALSE
"land_PCTEOLFINEWS","PCTEOLFINEWS","Landscape","PCTEOLFINEWS","",FALSE
"land_PCTEXTRUVOLWS","PCTEXTRUVOLWS","Landscape","PCTEXTRUVOLWS","",FALSE
"land_PCTFIRE2000WS","PCTFIRE2000WS","Landscape","PCTFIRE2000WS","",FALSE
"land_PCTFIRE2001WS","PCTFIRE2001WS","Landscape","PCTFIRE2001WS","",FALSE
"land_PCTFIRE2002WS","PCTFIRE2002WS","Landscape","PCTFIRE2002WS","",FALSE
"land_PCTFIRE2003WS","PCTFIRE2003WS","Landscape","PCTFIRE2003WS","",FALSE
"land_PCTFIRE2004WS","PCTFIRE2004WS","Landscape","PCTFIRE2004WS","",FALSE
"land_PCTFIRE2005WS","PCTFIRE2005WS","Landscape","PCTFIRE2005WS","",FALSE
"land_PCTFIRE2006WS","PCTFIRE2006WS","Landscape","PCTFIRE2006WS","",FALSE
"land_PCTFIRE2007WS","PCTFIRE2007WS","Landscape","PCTFIRE2007WS","",FALSE
"land_PCTFIRE2008WS","PCTFIRE2008WS","Landscape","PCTFIRE2008WS","",FALSE
"land_PCTFIRE2009WS","PCTFIRE2009WS","Landscape","PCTFIRE2009WS","",FALSE
"land_PCTFIRE2010WS","PCTFIRE2010WS","Landscape","PCTFIRE2010WS","",FALSE
"land_PCTFRSTLOSS2001WS","PCTFRSTLOSS2001WS","Landscape","PCTFRSTLOSS2001WS","",FALSE
"land_PCTFRSTLOSS2002WS","PCTFRSTLOSS2002WS","Landscape","PCTFRSTLOSS2002WS","",FALSE
"land_PCTFRSTLOSS2003WS","PCTFRSTLOSS2003WS","Landscape","PCTFRSTLOSS2003WS","",FALSE
"land_PCTFRSTLOSS2004WS","PCTFRSTLOSS2004WS","Landscape","PCTFRSTLOSS2004WS","",FALSE
"land_PCTFRSTLOSS2005WS","PCTFRSTLOSS2005WS","Landscape","PCTFRSTLOSS2005WS","",FALSE
"land_PCTFRSTLOSS2006WS","PCTFRSTLOSS2006WS","Landscape","PCTFRSTLOSS2006WS","",FALSE
"land_PCTFRSTLOSS2007WS","PCTFRSTLOSS2007WS","Landscape","PCTFRSTLOSS2007WS","",FALSE
"land_PCTFRSTLOSS2008WS","PCTFRSTLOSS2008WS","Landscape","PCTFRSTLOSS2008WS","",FALSE
"land_PCTFRSTLOSS2009WS","PCTFRSTLOSS2009WS","Landscape","PCTFRSTLOSS2009WS","",FALSE
"land_PCTFRSTLOSS2010WS","PCTFRSTLOSS2010WS","Landscape","PCTFRSTLOSS2010WS","",FALSE
"land_PCTFRSTLOSS2011WS","PCTFRSTLOSS2011WS","Landscape","PCTFRSTLOSS2011WS","",FALSE
"land_PCTFRSTLOSS2012WS","PCTFRSTLOSS2012WS","Landscape","PCTFRSTLOSS2012WS","",FALSE
"land_PCTFRSTLOSS2013WS","PCTFRSTLOSS2013WS","Landscape","PCTFRSTLOSS2013WS","",FALSE
"land_PCTGLACLAKECRSWS","PCTGLACLAKECRSWS","Landscape","PCTGLACLAKECRSWS","",FALSE
"land_PCTGLACLAKEFINEWS","PCTGLACLAKEFINEWS","Landscape","PCTGLACLAKEFINEWS","",FALSE
"land_PCTGLACTILCLAYWS","PCTGLACTILCLAYWS","Landscape","PCTGLACTILCLAYWS","",FALSE
"land_PCTGLACTILCRSWS","PCTGLACTILCRSWS","Landscape","PCTGLACTILCRSWS","",FALSE
"land_PCTGLACTILLOAMWS","PCTGLACTILLOAMWS","Landscape","PCTGLACTILLOAMWS","",FALSE
"land_PCTGRS2001WS","PCTGRS2001WS","Landscape","PCTGRS2001WS","",FALSE
"land_PCTGRS2004WS","PCTGRS2004WS","Landscape","PCTGRS2004WS","",FALSE
"land_PCTGRS2006WS","PCTGRS2006WS","Landscape","PCTGRS2006WS","",FALSE
"land_PCTGRS2008WS","PCTGRS2008WS","Landscape","PCTGRS2008WS","",FALSE
"land_PCTGRS2011WS","PCTGRS2011WS","Landscape","PCTGRS2011WS","",FALSE
"land_PCTGRS2013WS","PCTGRS2013WS","Landscape","PCTGRS2013WS","",FALSE
"land_PCTGRS2016WS","PCTGRS2016WS","Landscape","PCTGRS2016WS","",FALSE
"land_PCTGRS2019WS","PCTGRS2019WS","Landscape","PCTGRS2019WS","",TRUE
"land_PCTHAY2001WS","PCTHAY2001WS","Landscape","PCTHAY2001WS","",FALSE
"land_PCTHAY2004WS","PCTHAY2004WS","Landscape","PCTHAY2004WS","",FALSE
"land_PCTHAY2006WS","PCTHAY2006WS","Landscape","PCTHAY2006WS","",FALSE
"land_PCTHAY2008WS","PCTHAY2008WS","Landscape","PCTHAY2008WS","",FALSE
"land_PCTHAY2011WS","PCTHAY2011WS","Landscape","PCTHAY2011WS","",FALSE
"land_PCTHAY2013WS","PCTHAY2013WS","Landscape","PCTHAY2013WS","",FALSE
"land_PCTHAY2016WS","PCTHAY2016WS","Landscape","PCTHAY2016WS","",FALSE
"land_PCTHAY2019WS","PCTHAY2019WS","Landscape","PCTHAY2019WS","",FALSE
"land_PCTHBWET2001WS","PCTHBWET2001WS","Landscape","PCTHBWET2001WS","",FALSE
"land_PCTHBWET2004WS","PCTHBWET2004WS","Landscape","PCTHBWET2004WS","",FALSE
"land_PCTHBWET2006WS","PCTHBWET2006WS","Landscape","PCTHBWET2006WS","",FALSE
"land_PCTHBWET2008WS","PCTHBWET2008WS","Landscape","PCTHBWET2008WS","",FALSE
"land_PCTHBWET2011WS","PCTHBWET2011WS","Landscape","PCTHBWET2011WS","",FALSE
