"site_id","site_name","lat","lon","state","us_l3code","us_l3name","ag_eco9","huc8","source"
"NRS18_TX_11093","NRS18_TX_11093",31.877132,-103.949732,"Texas","24","Chihuahuan Deserts","XER","H13070001","NRSA 2018-19"
"NRS18_TX_11224","NRS18_TX_11224",31.397417,-106.055208,"Texas","24","Chihuahuan Deserts","XER","H13040100","NRSA 2018-19"
"NRS18_TX_11086","NRS18_TX_11086",31.496648,-106.156778,"Texas","24","Chihuahuan Deserts","XER","H13040100","NRSA 2018-19"
"NRS18_TX_11101","NRS18_TX_11101",31.602535,-106.225493,"Texas","24","Chihuahuan Deserts","XER","H13040100","NRSA 2018-19"
"NRS18_NM_10397","NRS18_NM_10397",36.721358,-107.924913,"New Mexico","22","Arizona/New Mexico Plateau","XER","H14080101","NRSA 2018-19"
"NRS18_NM_11701","NRS18_NM_11701",36.701764,-107.972832,"New Mexico","22","Arizona/New Mexico Plateau","XER","H14080101","NRSA 2018-19"
"NRS18_TX_11369","NRS18_TX_11369",28.568634,-99.798159,"Texas","31","Southern Texas Plains","SPL","H12110103","NRSA 2018-19"
"NRS18_TX_11330","NRS18_TX_11330",28.171409,-99.040333,"Texas","31","Southern Texas Plains","SPL","H12110105","NRSA 2018-19"
"NRS18_NM_10013","NRS18_NM_10013",35.271174,-105.367902,"New Mexico","26","Southwestern Tablelands","SPL","H13060001","NRSA 2018-19"
"NRS18_TX_11028","NRS18_TX_11028",35.574738,-100.921922,"Texas","25","High Plains","SPL","H11090106","NRSA 2018-19"
"NRS18_NM_10042","NRS18_NM_10042",36.750518,-108.418179,"New Mexico","22","Arizona/New Mexico Plateau","XER","H14080105","NRSA 2018-19"
"NRS18_TX_11270","NRS18_TX_11270",29.26018,-100.619523,"Texas","31","Southern Texas Plains","SPL","H13080001","NRSA 2018-19"
"NRS18_NM_10381","NRS18_NM_10381",36.611208,-107.979854,"New Mexico","22","Arizona/New Mexico Plateau","XER","H14080101","NRSA 2018-19"
"NRS18_NM_10031","NRS18_NM_10031",36.884003,-108.814152,"New Mexico","20","Colorado Plateaus","XER","H14080105","NRSA 2018-19"
"NRS18_TX_10887","NRS18_TX_10887",35.416698,-100.793177,"Texas","26","Southwestern Tablelands","SPL","H11120301","NRSA 2018-19"
"NRS18_NM_10003","NRS18_NM_10003",36.788859,-106.240473,"New Mexico","21","Southern Rockies","WMT","H13010005","NRSA 2018-19"
"NRS18_NM_10805","NRS18_NM_10805",35.564979,-107.484687,"New Mexico","22","Arizona/New Mexico Plateau","XER","H13020205","NRSA 2018-19"
"NRS18_NM_11002","NRS18_NM_11002",36.979395,-103.184931,"New Mexico","26","Southwestern Tablelands","SPL","H11040001","NRSA 2018-19"
"NRS18_GA_10057","NRS18_GA_10057",31.654321,-84.937686,"Georgia","65","Southeastern Plains","CPL","H03130004","NRSA 2018-19"
"NRS18_NM_10951","NRS18_NM_10951",36.506586,-104.597579,"New Mexico","26","Southwestern Tablelands","SPL","H11080001","NRSA 2018-19"
"NRS18_GA_10036","NRS18_GA_10036",33.925619,-85.34712,"Georgia","45","Piedmont","SAP","H03150105","NRSA 2018-19"
"NRS18_TX_10017","NRS18_TX_10017",29.771512,-101.731819,"Texas","24","Chihuahuan Deserts","XER","H13040212","NRSA 2018-19"
"NRS18_NM_10019","NRS18_NM_10019",36.845904,-104.929327,"New Mexico","21","Southern Rockies","WMT","H11080001","NRSA 2018-19"
"NRS18_TX_11185","NRS18_TX_11185",29.324037,-103.554323,"Texas","24","Chihuahuan Deserts","XER","H13040204","NRSA 2018-19"
"NRS18_SC_10332","NRS18_SC_10332",33.346975,-79.355101,"South Carolina","75","Southern Coastal Plain","CPL","H03040207","NRSA 2018-19"
"NRS18_KY_10012","NRS18_KY_10012",37.336688,-87.137605,"Kentucky","72","Interior River Valleys and Hills","TPL","H05110003","NRSA 2018-19"
"NRS18_NM_10947","NRS18_NM_10947",36.385962,-104.648788,"New Mexico","26","Southwestern Tablelands","SPL","H11080002","NRSA 2018-19"
"NRS18_SC_10017","NRS18_SC_10017",33.936304,-81.064837,"South Carolina","65","Southeastern Plains","CPL","H03050110","NRSA 2018-19"
"NRS18_NM_10002","NRS18_NM_10002",34.750145,-106.742491,"New Mexico","22","Arizona/New Mexico Plateau","XER","H13020203","NRSA 2018-19"
"NRS18_NC_10012","NRS18_NC_10012",35.732989,-78.970888,"North Carolina","45","Piedmont","SAP","H03030002","NRSA 2018-19"
"NRS18_VA_10004","NRS18_VA_10004",37.05595,-80.299429,"Virginia","66","Blue Ridge","SAP","H05050001","NRSA 2018-19"
"NRS18_PA_10003","NRS18_PA_10003",40.929727,-78.260049,"Pennsylvania","69","Central Appalachians","SAP","H02050201","NRSA 2018-19"
"NRS18_NY_10250","NRS18_NY_10250",41.49693,-73.548935,"New York","58","Northeastern Highlands","NAP","H02030101","NRSA 2018-19"
"NRS18_VT_10003","NRS18_VT_10003",43.04999,-72.721477,"Vermont","58","Northeastern Highlands","NAP","H01080107","NRSA 2018-19"
"NRS18_VT_RF001","NRS18_VT_RF001",43.14003,-72.93391,"Vermont","58","Northeastern Highlands","NAP","H01080107","NRSA 2018-19"
"NRS18_MN_10253","NRS18_MN_10253",47.606783,-91.46975,"Minnesota","50","Northern Lakes and Forests","UMW","H09030001","NRSA 2018-19"
"NRS18_KY_10002","NRS18_KY_10002",37.781397,-88.038192,"Kentucky","72","Interior River Valleys and Hills","TPL","H05140202","NRSA 2018-19"
"NRS18_AL_11088","NRS18_AL_11088",34.122757,-85.73655,"Alabama","67","Ridge and Valley","SAP","H03150105","NRSA 2018-19"
"NRS18_GA_10002","NRS18_GA_10002",30.702268,-83.033857,"Georgia","75","Southern Coastal Plain","CPL","H03110202","NRSA 2018-19"
"NRS18_OR_10013","NRS18_OR_10013",44.372926,-123.836351,"Oregon","1","Coast Range","WMT","H17100205","NRSA 2018-19"
"NRS18_SC_10001","NRS18_SC_10001",33.823625,-80.068031,"South Carolina","63","Middle Atlantic Coastal Plain","CPL","H03040205","NRSA 2018-19"
"NRS18_TX_10987","NRS18_TX_10987",33.153368,-100.490395,"Texas","26","Southwestern Tablelands","SPL","H12050007","NRSA 2018-19"
"NRS18_MN_10038","NRS18_MN_10038",48.963633,-96.229273,"Minnesota","49","Northern Minnesota Wetlands","UMW","H09020314","NRSA 2018-19"
"NRS18_NM_10008","NRS18_NM_10008",34.354253,-106.853159,"New Mexico","22","Arizona/New Mexico Plateau","XER","H13020203","NRSA 2018-19"
"NRS18_MN_10022","NRS18_MN_10022",48.109125,-96.111056,"Minnesota","48","Lake Agassiz Plain","TPL","H09020303","NRSA 2018-19"
"NRS18_OK_11427","NRS18_OK_11427",35.463046,-97.459684,"Oklahoma","27","Central Great Plains","SPL","H11100302","NRSA 2018-19"
"NRS18_WV_10005","NRS18_WV_10005",37.541361,-82.033608,"West Virginia","69","Central Appalachians","SAP","H05070201","NRSA 2018-19"
"NRS18_NY_10700","NRS18_NY_10700",41.246314,-74.169971,"New York","58","Northeastern Highlands","NAP","H02030103","NRSA 2018-19"
"NRS18_SC_10002","NRS18_SC_10002",33.883906,-78.784736,"South Carolina","63","Middle Atlantic Coastal Plain","CPL","H03040206","NRSA 2018-19"
"NRS18_KY_10027","NRS18_KY_10027",37.472808,-88.076709,"Kentucky","72","Interior River Valleys and Hills","TPL","H05140203","NRSA 2018-19"
"NRS18_MN_10005","NRS18_MN_10005",47.755017,-91.533624,"Minnesota","50","Northern Lakes and Forests","UMW","H09030001","NRSA 2018-19"
"NRS18_GA_10026","NRS18_GA_10026",30.864359,-83.354126,"Georgia","65","Southeastern Plains","CPL","H03110204","NRSA 2018-19"
"NRS18_CA_10247","NRS18_CA_10247",33.433625,-114.71776,"California","81","Sonoran Basin and Range","XER","H15030104","NRSA 2018-19"
"NRS18_AL_10004","NRS18_AL_10004",32.91383,-87.532648,"Alabama","65","Southeastern Plains","CPL","H03160113","NRSA 2018-19"
"NRS18_OR_10968","NRS18_OR_10968",43.650194,-123.663272,"Oregon","1","Coast Range","WMT","H17100303","NRSA 2018-19"
"NRS18_TX_11022","NRS18_TX_11022",32.582782,-100.873302,"Texas","26","Southwestern Tablelands","SPL","H12080002","NRSA 2018-19"
"NRS18_NC_10037","NRS18_NC_10037",35.633227,-79.536017,"North Carolina","45","Piedmont","SAP","H03030003","NRSA 2018-19"
"NRS18_VT_10004","NRS18_VT_10004",42.946389,-72.871778,"Vermont","58","Northeastern Highlands","NAP","H01080203","NRSA 2018-19"
"NRS18_MI_10025","NRS18_MI_10025",41.855738,-86.269812,"Michigan","56","Southern Michigan/Northern Indiana Drift Plains","UMW","H04050001","NRSA 2018-19"
"NRS18_KY_10023","NRS18_KY_10023",37.842537,-86.746296,"Kentucky","72","Interior River Valleys and Hills","TPL","H05140201","NRSA 2018-19"
"NRS18_GA_10008","NRS18_GA_10008",31.158988,-85.078908,"Georgia","65","Southeastern Plains","CPL","H03130004","NRSA 2018-19"
"NRS18_NY_10063","NRS18_NY_10063",41.253271,-74.377183,"New York","67","Ridge and Valley","SAP","H02020007","NRSA 2018-19"
"NRS18_MN_10026","NRS18_MN_10026",47.88967,-90.797133,"Minnesota","50","Northern Lakes and Forests","UMW","H04010101","NRSA 2018-19"
"NRS18_OR_10009","NRS18_OR_10009",43.991273,-123.664334,"Oregon","1","Coast Range","WMT","H17100206","NRSA 2018-19"
"NRS18_IA_10020","NRS18_IA_10020",42.786027,-92.789988,"Iowa","47","Western Corn Belt Plains","TPL","H07080202","NRSA 2018-19"
"NRS18_KY_10029","NRS18_KY_10029",37.80267,-82.791244,"Kentucky","69","Central Appalachians","SAP","H05070203","NRSA 2018-19"
"NRS18_OH_10010","NRS18_OH_10010",38.826682,-83.017687,"Ohio","70","Western Allegheny Plateau","SAP","H05060002","NRSA 2018-19"
"NRS18_VA_10008","NRS18_VA_10008",37.310281,-80.681187,"Virginia","67","Ridge and Valley","SAP","H05050002","NRSA 2018-19"
"NRS18_MI_10012","NRS18_MI_10012",42.541667,-84.628027,"Michigan","56","Southern Michigan/Northern Indiana Drift Plains","UMW","H04050004","NRSA 2018-19"
"NRS18_CO_10135","NRS18_CO_10135",38.158167,-104.699869,"Colorado","26","Southwestern Tablelands","SPL","H11020002","NRSA 2018-19"
"NRS18_NM_11252","NRS18_NM_11252",35.851501,-106.970131,"New Mexico","22","Arizona/New Mexico Plateau","XER","H13020204","NRSA 2018-19"
"NRS18_MN_10029","NRS18_MN_10029",47.893065,-96.32799,"Minnesota","48","Lake Agassiz Plain","TPL","H09020303","NRSA 2018-19"
"NRS18_NY_10399","NRS18_NY_10399",41.444383,-74.381305,"New York","67","Ridge and Valley","SAP","H02020007","NRSA 2018-19"
"NRS18_IA_10011","NRS18_IA_10011",43.472834,-92.280335,"Iowa","47","Western Corn Belt Plains","TPL","H07060002","NRSA 2018-19"
"NRS18_MN_10021","NRS18_MN_10021",47.293109,-91.566255,"Minnesota","50","Northern Lakes and Forests","UMW","H04010102","NRSA 2018-19"
"NRS18_IA_10046","NRS18_IA_10046",43.167215,-91.678624,"Iowa","52","Driftless Area","UMW","H07060001","NRSA 2018-19"
"NRS18_NY_10054","NRS18_NY_10054",41.826923,-74.774462,"New York","60","Northern Allegheny Plateau","NAP","H02040102","NRSA 2018-19"
"NRS18_MN_10061","NRS18_MN_10061",47.054972,-95.217157,"Minnesota","50","Northern Lakes and Forests","UMW","H07010106","NRSA 2018-19"
"NRS18_WY_10039","NRS18_WY_10039",41.215059,-105.796126,"Wyoming","18","Wyoming Basin","XER","H10180010","NRSA 2018-19"
"NRS18_NY_10039","NRS18_NY_10039",42.54433,-74.95157,"New York","60","Northern Allegheny Plateau","NAP","H02050101","NRSA 2018-19"
"NRS18_MI_10009","NRS18_MI_10009",43.022339,-86.023972,"Michigan","56","Southern Michigan/Northern Indiana Drift Plains","UMW","H04050006","NRSA 2018-19"
"NRS18_MN_10014","NRS18_MN_10014",46.987016,-92.811501,"Minnesota","50","Northern Lakes and Forests","UMW","H04010201","NRSA 2018-19"
"NRS18_MN_10044","NRS18_MN_10044",47.124731,-92.552125,"Minnesota","50","Northern Lakes and Forests","UMW","H04010201","NRSA 2018-19"
"NRS18_NE_10041","NRS18_NE_10041",41.101023,-102.520214,"Nebraska","25","High Plains","SPL","H10190016","NRSA 2018-19"
"NRS18_OR_10817","NRS18_OR_10817",43.790446,-117.854117,"Oregon","80","Northern Basin and Range","XER","H17050117","NRSA 2018-19"
"NRS18_TN_10040","NRS18_TN_10040",35.366033,-88.977893,"Tennessee","65","Southeastern Plains","CPL","H08010208","NRSA 2018-19"
"NRS18_IA_10005","NRS18_IA_10005",43.35915,-93.868429,"Iowa","47","Western Corn Belt Plains","TPL","H07100003","NRSA 2018-19"
"NRS18_OK_10046","NRS18_OK_10046",34.443373,-99.652644,"Oklahoma","27","Central Great Plains","SPL","H11130101","NRSA 2018-19"
"NRS18_VT_RF002","NRS18_VT_RF002",44.503609,-72.781937,"Vermont","58","Northeastern Highlands","NAP","H04150403","NRSA 2018-19"
"NRS18_WY_10549","NRS18_WY_10549",41.487948,-107.17872,"Wyoming","18","Wyoming Basin","XER","H10180002","NRSA 2018-19"
"NRS18_NC_10032","NRS18_NC_10032",35.878805,-82.0796,"North Carolina","66","Blue Ridge","SAP","H06010108","NRSA 2018-19"
"NRS18_IA_10003","NRS18_IA_10003",41.85046,-94.026135,"Iowa","47","Western Corn Belt Plains","TPL","H07100004","NRSA 2018-19"
"NRS18_MN_10025","NRS18_MN_10025",46.972367,-95.055888,"Minnesota","50","Northern Lakes and Forests","UMW","H07010106","NRSA 2018-19"
"NRS18_OK_10049","NRS18_OK_10049",35.359633,-99.402678,"Oklahoma","27","Central Great Plains","SPL","H11120303","NRSA 2018-19"
"NRS18_NE_10053","NRS18_NE_10053",42.482165,-102.60076,"Nebraska","25","High Plains","SPL","H10150003","NRSA 2018-19"
"NRS18_MN_10062","NRS18_MN_10062",46.921184,-93.026063,"Minnesota","50","Northern Lakes and Forests","UMW","H04010201","NRSA 2018-19"
"NRS18_WV_10009","NRS18_WV_10009",38.148415,-82.210465,"West Virginia","70","Western Allegheny Plateau","SAP","H05070102","NRSA 2018-19"
"NRS18_UT_10432","NRS18_UT_10432",38.964468,-109.246786,"Utah","20","Colorado Plateaus","XER","H14030001","NRSA 2018-19"
"NRS18_OH_10031","NRS18_OH_10031",39.295249,-82.434409,"Ohio","70","Western Allegheny Plateau","SAP","H05090101","NRSA 2018-19"
"NRS18_NH_10014","NRS18_NH_10014",43.357228,-71.423382,"New Hampshire","58","Northeastern Highlands","NAP","H01070006","NRSA 2018-19"
"NRS18_WY_11452","NRS18_WY_11452",42.066107,-105.112682,"Wyoming","25","High Plains","SPL","H10180011","NRSA 2018-19"
"NRS18_SD_10094","NRS18_SD_10094",44.631209,-103.694434,"South Dakota","43","Northwestern Great Plains","NPL","H10120202","NRSA 2018-19"
"NRS18_MN_10030","NRS18_MN_10030",47.205516,-92.80054,"Minnesota","50","Northern Lakes and Forests","UMW","H04010201","NRSA 2018-19"
"NRS18_OK_11579","NRS18_OK_11579",36.394947,-99.004993,"Oklahoma","27","Central Great Plains","SPL","H03150109","NRSA 2018-19"
"NRS18_TX_11175","NRS18_TX_11175",31.979908,-104.123304,"Texas","24","Chihuahuan Deserts","XER","H13070002","NRSA 2018-19"
"NRS18_VA_RF013","NRS18_VA_RF013",36.91532,-81.615843,"Virginia","67","Ridge and Valley","SAP","H06010101","NRSA 2018-19"
"NRS18_NE_11590","NRS18_NE_11590",42.433322,-103.702654,"Nebraska","25","High Plains","SPL","H10150002","NRSA 2018-19"
"NRS18_NE_11578","NRS18_NE_11578",42.420129,-103.54142,"Nebraska","25","High Plains","SPL","H10150002","NRSA 2018-19"
"NRS18_MN_10057","NRS18_MN_10057",46.706912,-94.811039,"Minnesota","51","North Central Hardwood Forests","UMW","H07010106","NRSA 2018-19"
"NRS18_UT_10017","NRS18_UT_10017",38.612715,-109.558391,"Utah","20","Colorado Plateaus","XER","H14030005","NRSA 2018-19"
"NRS18_SC_10019","NRS18_SC_10019",32.846374,-81.44289,"South Carolina","75","Southern Coastal Plain","CPL","H03060106","NRSA 2018-19"
"NRS18_TN_10340","NRS18_TN_10340",35.972019,-88.26059,"Tennessee","65","Southeastern Plains","CPL","H06040005","NRSA 2018-19"
"NRS18_TN_10339","NRS18_TN_10339",35.146336,-89.237598,"Tennessee","65","Southeastern Plains","CPL","H08010210","NRSA 2018-19"
"NRS18_WY_11453","NRS18_WY_11453",42.199565,-104.585997,"Wyoming","25","High Plains","SPL","H10180011","NRSA 2018-19"
"NRS18_OH_10658","NRS18_OH_10658",39.306876,-82.856806,"Ohio","70","Western Allegheny Plateau","SAP","H05060002","NRSA 2018-19"
"NRS18_VT_10014","NRS18_VT_10014",44.29829,-72.947836,"Vermont","58","Northeastern Highlands","NAP","H04150403","NRSA 2018-19"
"NRS18_SD_10694","NRS18_SD_10694",44.137778,-100.801581,"South Dakota","43","Northwestern Great Plains","NPL","H10140102","NRSA 2018-19"
"NRS18_NC_10111","NRS18_NC_10111",35.588873,-77.412716,"North Carolina","63","Middle Atlantic Coastal Plain","CPL","H03020103","NRSA 2018-19"
"NRS18_SC_10009","NRS18_SC_10009",32.723837,-80.495587,"South Carolina","63","Middle Atlantic Coastal Plain","CPL","H03050207","NRSA 2018-19"
"NRS18_WV_10019","NRS18_WV_10019",39.965047,-80.587321,"West Virginia","70","Western Allegheny Plateau","SAP","H05030106","NRSA 2018-19"
"NRS18_VA_RF011","NRS18_VA_RF011",36.646169,-81.871981,"Virginia","67","Ridge and Valley","SAP","H06010102","NRSA 2018-19"
"NRS18_WI_10054","NRS18_WI_10054",42.520095,-89.812462,"Wisconsin","53","Southeastern Wisconsin Till Plains","TPL","H07090003","NRSA 2018-19"
"NRS18_MN_10039","NRS18_MN_10039",46.732829,-95.093981,"Minnesota","51","North Central Hardwood Forests","UMW","H07010106","NRSA 2018-19"
"NRS18_UT_10013","NRS18_UT_10013",38.809073,-111.316,"Utah","20","Colorado Plateaus","XER","H14070002","NRSA 2018-19"
"NRS18_NH_10016","NRS18_NH_10016",44.29852,-71.958776,"New Hampshire","58","Northeastern Highlands","NAP","H01080103","NRSA 2018-19"
"NRS18_SC_10034","NRS18_SC_10034",32.960873,-80.151045,"South Carolina","63","Middle Atlantic Coastal Plain","CPL","H03050201","NRSA 2018-19"
"NRS18_MN_10058","NRS18_MN_10058",47.809815,-92.628161,"Minnesota","49","Northern Minnesota Wetlands","UMW","H09030005","NRSA 2018-19"
"NRS18_CA_10025","NRS18_CA_10025",33.930821,-117.593979,"California","85","Southern California/Northern Baja Coast","XER","H18070203","NRSA 2018-19"
"NRS18_MN_10553","NRS18_MN_10553",47.309897,-91.873028,"Minnesota","50","Northern Lakes and Forests","UMW","H04010202","NRSA 2018-19"
"NRS18_WY_10251","NRS18_WY_10251",41.833069,-104.148164,"Wyoming","25","High Plains","SPL","H10180012","NRSA 2018-19"
"NRS18_TX_10988","NRS18_TX_10988",32.246455,-101.392117,"Texas","26","Southwestern Tablelands","SPL","H12080007","NRSA 2018-19"
"NRS18_TN_10023","NRS18_TN_10023",35.135242,-88.182074,"Tennessee","65","Southeastern Plains","CPL","H06040001","NRSA 2018-19"
"NRS18_MN_10012","NRS18_MN_10012",45.124795,-93.996236,"Minnesota","51","North Central Hardwood Forests","UMW","H07010204","NRSA 2018-19"
"NRS18_SC_10779","NRS18_SC_10779",34.611701,-82.438688,"South Carolina","45","Piedmont","SAP","H03050109","NRSA 2018-19"
"NRS18_MN_10060","NRS18_MN_10060",45.300943,-94.676256,"Minnesota","51","North Central Hardwood Forests","UMW","H07010204","NRSA 2018-19"
"NRS18_OR_11118","NRS18_OR_11118",43.086053,-117.711704,"Oregon","80","Northern Basin and Range","XER","H17050110","NRSA 2018-19"
"NRS18_NC_10009","NRS18_NC_10009",36.543817,-76.890248,"North Carolina","63","Middle Atlantic Coastal Plain","CPL","H03010203","NRSA 2018-19"
"NRS18_WY_11906","NRS18_WY_11906",43.358685,-104.309405,"Wyoming","43","Northwestern Great Plains","NPL","H10120103","NRSA 2018-19"
"NRS18_WY_11305","NRS18_WY_11305",44.053298,-105.268443,"Wyoming","43","Northwestern Great Plains","NPL","H10120201","NRSA 2018-19"
"NRS18_WY_11316","NRS18_WY_11316",44.089623,-105.166272,"Wyoming","43","Northwestern Great Plains","NPL","H10120201","NRSA 2018-19"
"NRS18_MD_10001","NRS18_MD_10001",38.689079,-75.769903,"Maryland","63","Middle Atlantic Coastal Plain","CPL","H02080109","NRSA 2018-19"
"NRS18_MN_10009","NRS18_MN_10009",48.035526,-92.907068,"Minnesota","50","Northern Lakes and Forests","UMW","H09030002","NRSA 2018-19"
"NRS18_WI_10028","NRS18_WI_10028",43.566894,-89.696972,"Wisconsin","51","North Central Hardwood Forests","UMW","H07070003","NRSA 2018-19"
"NRS18_KY_10003","NRS18_KY_10003",37.204632,-83.527866,"Kentucky","69","Central Appalachians","SAP","H05100203","NRSA 2018-19"
"NRS18_SC_10003","NRS18_SC_10003",33.767633,-80.073786,"South Carolina","63","Middle Atlantic Coastal Plain","CPL","H03040205","NRSA 2018-19"
"NRS18_MN_10007","NRS18_MN_10007",44.517651,-94.028575,"Minnesota","51","North Central Hardwood Forests","UMW","H07020012","NRSA 2018-19"
"NRS18_WY_11301","NRS18_WY_11301",44.923774,-106.002411,"Wyoming","43","Northwestern Great Plains","NPL","H10090207","NRSA 2018-19"
"NRS18_NE_10058","NRS18_NE_10058",40.902257,-96.606257,"Nebraska","47","Western Corn Belt Plains","TPL","H10200203","NRSA 2018-19"
"NRS18_AL_RF002","NRS18_AL_RF002",32.91311,-86.280553,"Alabama","45","Piedmont","SAP","H03150107","NRSA 2018-19"
"NRS18_OK_10024","NRS18_OK_10024",34.531257,-94.714417,"Oklahoma","36","Ouachita Mountains","SAP","H11140108","NRSA 2018-19"
"NRS18_MN_10010","NRS18_MN_10010",48.378459,-93.227255,"Minnesota","50","Northern Lakes and Forests","UMW","H09030003","NRSA 2018-19"
"NRS18_FL_RF002","NRS18_FL_RF002",30.676894,-86.703095,"Florida","65","Southeastern Plains","CPL","H03140103","NRSA 2018-19"
"NRS18_OK_10040","NRS18_OK_10040",35.986963,-94.915886,"Oklahoma","39","Ozark Highlands","SAP","H11110103","NRSA 2018-19"
"NRS18_KY_10004","NRS18_KY_10004",36.935035,-85.777664,"Kentucky","71","Interior Plateau","SAP","H05110002","NRSA 2018-19"
"NRS18_NH_10012","NRS18_NH_10012",44.076485,-71.798003,"New Hampshire","58","Northeastern Highlands","NAP","H01080103","NRSA 2018-19"
"NRS18_MI_10017","NRS18_MI_10017",44.017217,-85.751545,"Michigan","50","Northern Lakes and Forests","UMW","H04060101","NRSA 2018-19"
"NRS18_CA_10015","NRS18_CA_10015",40.001905,-121.268226,"California","5","Sierra Nevada","WMT","H18020121","NRSA 2018-19"
"NRS18_CA_10049","NRS18_CA_10049",39.803898,-120.376217,"California","13","Central Basin and Range","XER","H18020123","NRSA 2018-19"
"NRS18_PA_10034","NRS18_PA_10034",41.412408,-74.746929,"Pennsylvania","62","North Central Appalachians","NAP","H02040104","NRSA 2018-19"
"NRS18_CA_10007","NRS18_CA_10007",40.724003,-124.117393,"California","1","Coast Range","WMT","H18010102","NRSA 2018-19"
"NRS18_ID_10053","NRS18_ID_10053",43.718803,-115.306484,"Idaho","16","Idaho Batholith","WMT","H17050113","NRSA 2018-19"
"NRS18_WV_RF004","NRS18_WV_RF004",38.10803,-80.20808,"West Virginia","69","Central Appalachians","SAP","H05050003","NRSA 2018-19"
"NRS18_CA_10019","NRS18_CA_10019",39.613214,-121.779369,"California","7","Central California Valley","XER","H18020158","NRSA 2018-19"
"NRS18_MN_10018","NRS18_MN_10018",44.851271,-93.982832,"Minnesota","51","North Central Hardwood Forests","UMW","H07010205","NRSA 2018-19"
"NRS18_NC_10645","NRS18_NC_10645",35.983412,-77.860953,"North Carolina","65","Southeastern Plains","CPL","H03020101","NRSA 2018-19"
"NRS18_WI_10048","NRS18_WI_10048",45.858146,-90.426475,"Wisconsin","50","Northern Lakes and Forests","UMW","H07050003","NRSA 2018-19"
"NRS18_CA_10094","NRS18_CA_10094",40.77204,-123.302792,"California","78","Klamath Mountains/California High North Coast Range","WMT","H18010211","NRSA 2018-19"
"NRS18_FL_RF003","NRS18_FL_RF003",30.85189,-85.884261,"Florida","65","Southeastern Plains","CPL","H03140203","NRSA 2018-19"
"NRS18_KY_10016","NRS18_KY_10016",37.256587,-87.596391,"Kentucky","72","Interior River Valleys and Hills","TPL","H05140205","NRSA 2018-19"
"NRS18_FL_10010","NRS18_FL_10010",30.586987,-84.357333,"Florida","65","Southeastern Plains","CPL","H03120003","NRSA 2018-19"
"NRS18_WY_10034","NRS18_WY_10034",43.689013,-108.179119,"Wyoming","18","Wyoming Basin","XER","H10080007","NRSA 2018-19"
"NRS18_WY_11315","NRS18_WY_11315",43.682372,-106.339198,"Wyoming","43","Northwestern Great Plains","NPL","H10090204","NRSA 2018-19"
"NRS18_NH_10008","NRS18_NH_10008",42.756742,-72.463348,"New Hampshire","58","Northeastern Highlands","NAP","H01080201","NRSA 2018-19"
"NRS18_MN_10050","NRS18_MN_10050",48.250042,-93.886714,"Minnesota","49","Northern Minnesota Wetlands","UMW","H09030006","NRSA 2018-19"
"NRS18_WV_10008","NRS18_WV_10008",39.248905,-77.814103,"West Virginia","67","Ridge and Valley","SAP","H02070007","NRSA 2018-19"
"NRS18_WI_10027","NRS18_WI_10027",44.313401,-89.890864,"Wisconsin","51","North Central Hardwood Forests","UMW","H07070003","NRSA 2018-19"
"NRS18_MN_10052","NRS18_MN_10052",44.752693,-93.770725,"Minnesota","51","North Central Hardwood Forests","UMW","H07020012","NRSA 2018-19"
"NRS18_WY_10400","NRS18_WY_10400",42.620081,-109.188351,"Wyoming","17","Middle Rockies","WMT","H14040104","NRSA 2018-19"
"NRS18_DE_10037","NRS18_DE_10037",39.000753,-75.494612,"Delaware","63","Middle Atlantic Coastal Plain","CPL","H02040207","NRSA 2018-19"
"NRS18_MN_10008","NRS18_MN_10008",44.407243,-93.618834,"Minnesota","51","North Central Hardwood Forests","UMW","H07020012","NRSA 2018-19"
"NRS18_MN_10046","NRS18_MN_10046",48.494128,-94.08021,"Minnesota","49","Northern Minnesota Wetlands","UMW","H09030008","NRSA 2018-19"
"NRS18_IA_10007","NRS18_IA_10007",41.004455,-91.665281,"Iowa","47","Western Corn Belt Plains","TPL","H07080107","NRSA 2018-19"
"NRS18_NC_10006","NRS18_NC_10006",36.48171,-77.65994,"North Carolina","45","Piedmont","SAP","H03010107","NRSA 2018-19"
"NRS18_NC_10008","NRS18_NC_10008",35.458002,-77.675008,"North Carolina","65","Southeastern Plains","CPL","H03020203","NRSA 2018-19"
"NRS18_NC_10026","NRS18_NC_10026",34.795836,-78.805131,"North Carolina","65","Southeastern Plains","CPL","H03030005","NRSA 2018-19"
"NRS18_NC_10027","NRS18_NC_10027",35.508518,-78.960706,"North Carolina","45","Piedmont","SAP","H03030004","NRSA 2018-19"
"NRS18_IL_10014","NRS18_IL_10014",42.478331,-89.056039,"Illinois","53","Southeastern Wisconsin Till Plains","TPL","H07090002","NRSA 2018-19"
"NRS18_WY_10025","NRS18_WY_10025",42.934345,-110.720924,"Wyoming","17","Middle Rockies","WMT","H17040103","NRSA 2018-19"
"NRS18_WY_10005","NRS18_WY_10005",42.812991,-110.689021,"Wyoming","17","Middle Rockies","WMT","H17040103","NRSA 2018-19"
"NRS18_WY_11594","NRS18_WY_11594",43.315517,-110.695738,"Wyoming","17","Middle Rockies","WMT","H17040103","NRSA 2018-19"
