"site_id","site_name","lat","lon","state","us_l3code","us_l3name","ag_eco9","huc8","source"
"NRS18_VT_10015","NRS18_VT_10015",44.540951,-73.034458,"Vermont","58","Northeastern Highlands","NAP","H04150405","NRSA 2018-19"
"NRS18_IN_10001","NRS18_IN_10001",39.187274,-85.349405,"Indiana","55","Eastern Corn Belt Plains","TPL","H05120207","NRSA 2018-19"
"NRS18_WA_10522","NRS18_WA_10522",47.18115,-120.024409,"Washington","10","Columbia Plateau","XER","H17020010","NRSA 2018-19"
"NRS18_WA_10008","NRS18_WA_10008",45.698608,-120.417527,"Washington","10","Columbia Plateau","XER","H17070101","NRSA 2018-19"
"NRS18_WA_10024","NRS18_WA_10024",48.139432,-119.065419,"Washington","10","Columbia Plateau","XER","H17020005","NRSA 2018-19"
"NRS18_WA_10026","NRS18_WA_10026",46.690213,-117.496816,"Washington","10","Columbia Plateau","XER","H17060107","NRSA 2018-19"
"NRS18_WA_10040","NRS18_WA_10040",48.08732,-119.022369,"Washington","10","Columbia Plateau","XER","H17020005","NRSA 2018-19"
"NRS18_WA_10039","NRS18_WA_10039",47.461389,-120.31688,"Washington","10","Columbia Plateau","XER","H17020010","NRSA 2018-19"
"NRS18_NE_10024","NRS18_NE_10024",40.678596,-99.485021,"Nebraska","27","Central Great Plains","SPL","H10200101","NRSA 2018-19"
"NRS18_PA_10005","NRS18_PA_10005",41.488467,-78.132607,"Pennsylvania","62","North Central Appalachians","NAP","H02050202","NRSA 2018-19"
"NRS18_TN_10002","NRS18_TN_10002",36.606374,-85.505041,"Tennessee","71","Interior Plateau","SAP","H05130103","NRSA 2018-19"
"NRS18_WI_10035","NRS18_WI_10035",45.494043,-90.961281,"Wisconsin","50","Northern Lakes and Forests","UMW","H07050001","NRSA 2018-19"
"NRS18_WI_10066","NRS18_WI_10066",45.269192,-92.495016,"Wisconsin","51","North Central Hardwood Forests","UMW","H07030005","NRSA 2018-19"
"NRS18_VA_10003","NRS18_VA_10003",37.491763,-78.756461,"Virginia","45","Piedmont","SAP","H02080203","NRSA 2018-19"
"NRS18_CO_10020","NRS18_CO_10020",37.071096,-107.614093,"Colorado","20","Colorado Plateaus","XER","H14080101","NRSA 2018-19"
"NRS18_OH_10019","NRS18_OH_10019",40.14887,-80.703557,"Ohio","70","Western Allegheny Plateau","SAP","H05030106","NRSA 2018-19"
"NRS18_SC_10005","NRS18_SC_10005",34.126221,-80.650318,"South Carolina","65","Southeastern Plains","CPL","H03050104","NRSA 2018-19"
"NRS18_MO_10040","NRS18_MO_10040",36.5096,-90.403804,"Missouri","73","Mississippi Alluvial Plain","CPL","H11010007","NRSA 2018-19"
"NRS18_SD_10029","NRS18_SD_10029",43.044196,-97.361527,"South Dakota","46","Northern Glaciated Plains","TPL","H10160011","NRSA 2018-19"
"NRS18_CO_10009","NRS18_CO_10009",37.60462,-103.60597,"Colorado","26","Southwestern Tablelands","SPL","H11020010","NRSA 2018-19"
"NRS18_ID_10057","NRS18_ID_10057",45.519155,-115.966809,"Idaho","16","Idaho Batholith","WMT","H17060207","NRSA 2018-19"
"NRS18_ID_10095","NRS18_ID_10095",45.530565,-116.013075,"Idaho","16","Idaho Batholith","WMT","H17060207","NRSA 2018-19"
"NRS18_ID_10280","NRS18_ID_10280",45.993576,-115.898966,"Idaho","10","Columbia Plateau","XER","H17060305","NRSA 2018-19"
"NRS18_VT_10013","NRS18_VT_10013",44.009416,-72.400458,"Vermont","58","Northeastern Highlands","NAP","H01080105","NRSA 2018-19"
"NRS18_TX_10004","NRS18_TX_10004",32.461036,-94.70198,"Texas","35","South Central Plains","CPL","H12010002","NRSA 2018-19"
"NRS18_TX_10035","NRS18_TX_10035",33.587431,-94.455549,"Texas","35","South Central Plains","CPL","H11140106","NRSA 2018-19"
"NRS18_NY_10014","NRS18_NY_10014",43.248661,-73.740775,"New York","59","Northeastern Coastal Zone","NAP","H02020003","NRSA 2018-19"
"NRS18_TN_10016","NRS18_TN_10016",35.691637,-87.226748,"Tennessee","71","Interior Plateau","SAP","H06040003","NRSA 2018-19"
"NRS18_OR_10011","NRS18_OR_10011",44.167954,-122.24967,"Oregon","4","Cascades","WMT","H17090004","NRSA 2018-19"
"NRS18_PA_10017","NRS18_PA_10017",41.479827,-78.069739,"Pennsylvania","62","North Central Appalachians","NAP","H02050202","NRSA 2018-19"
"NRS18_CO_10974","NRS18_CO_10974",37.665828,-104.232274,"Colorado","26","Southwestern Tablelands","SPL","H11020007","NRSA 2018-19"
"NRS18_MA_10011","NRS18_MA_10011",41.84553,-70.619243,"Massachusetts","84","Atlantic Coastal Pine Barrens","CPL","H01090002","NRSA 2018-19"
"NRS18_CO_11423","NRS18_CO_11423",40.041092,-104.825239,"Colorado","25","High Plains","SPL","H10190003","NRSA 2018-19"
"NRS18_OH_10034","NRS18_OH_10034",40.506904,-80.61779,"Ohio","70","Western Allegheny Plateau","SAP","H05030101","NRSA 2018-19"
"NRS18_SD_10018","NRS18_SD_10018",43.277723,-97.294528,"South Dakota","46","Northern Glaciated Plains","TPL","H10170102","NRSA 2018-19"
"NRS18_OH_10020","NRS18_OH_10020",39.410652,-82.984791,"Ohio","55","Eastern Corn Belt Plains","TPL","H05060002","NRSA 2018-19"
"NRS18_OH_10035","NRS18_OH_10035",39.488267,-82.994894,"Ohio","55","Eastern Corn Belt Plains","TPL","H05060002","NRSA 2018-19"
"NRS18_IN_10005","NRS18_IN_10005",39.778235,-86.447082,"Indiana","55","Eastern Corn Belt Plains","TPL","H05120201","NRSA 2018-19"
"NRS18_CT_10030","NRS18_CT_10030",41.900603,-72.174562,"Connecticut","59","Northeastern Coastal Zone","NAP","H01100002","NRSA 2018-19"
"NRS18_SC_10180","NRS18_SC_10180",34.674977,-81.107758,"South Carolina","45","Piedmont","SAP","H03050103","NRSA 2018-19"
"NRS18_WI_10543","NRS18_WI_10543",44.733493,-92.326394,"Wisconsin","52","Driftless Area","UMW","H07040001","NRSA 2018-19"
"NRS18_FL_10008","NRS18_FL_10008",30.761101,-86.264328,"Florida","65","Southeastern Plains","CPL","H03140103","NRSA 2018-19"
"NRS18_TN_10007","NRS18_TN_10007",35.672414,-87.263333,"Tennessee","71","Interior Plateau","SAP","H06040003","NRSA 2018-19"
"NRS18_CO_11424","NRS18_CO_11424",40.655054,-103.168498,"Colorado","25","High Plains","SPL","H10190012","NRSA 2018-19"
"NRS18_TX_10011","NRS18_TX_10011",33.482983,-97.176124,"Texas","29","Cross Timbers","SPL","H12030103","NRSA 2018-19"
"NRS18_RI_10022","NRS18_RI_10022",41.920041,-71.530415,"Rhode Island","59","Northeastern Coastal Zone","NAP","H01090004","NRSA 2018-19"
"NRS18_MA_10017","NRS18_MA_10017",42.464458,-71.415675,"Massachusetts","59","Northeastern Coastal Zone","NAP","H01070005","NRSA 2018-19"
"NRS18_CO_10010","NRS18_CO_10010",40.941315,-102.341415,"Colorado","25","High Plains","SPL","H10190018","NRSA 2018-19"
"NRS18_TX_10010","NRS18_TX_10010",32.779241,-96.554488,"Texas","32","Texas Blackland Prairies","SPL","H12030106","NRSA 2018-19"
"NRS18_AL_10022","NRS18_AL_10022",32.216486,-85.516758,"Alabama","65","Southeastern Plains","CPL","H03130003","NRSA 2018-19"
"NRS18_RI_10001","NRS18_RI_10001",41.832671,-71.469141,"Rhode Island","59","Northeastern Coastal Zone","NAP","H01090004","NRSA 2018-19"
"NRS18_VA_10005","NRS18_VA_10005",37.102052,-81.04268,"Virginia","67","Ridge and Valley","SAP","H05050002","NRSA 2018-19"
"NRS18_MD_10005","NRS18_MD_10005",39.188632,-76.853686,"Maryland","64","Northern Piedmont","SAP","H02060006","NRSA 2018-19"
"NRS18_ND_10008","NRS18_ND_10008",48.175759,-97.699856,"North Dakota","48","Lake Agassiz Plain","TPL","H09020308","NRSA 2018-19"
"NRS18_CO_11274","NRS18_CO_11274",37.957416,-108.841013,"Colorado","20","Colorado Plateaus","XER","H14030002","NRSA 2018-19"
"NRS18_CO_10004","NRS18_CO_10004",37.714069,-106.838169,"Colorado","21","Southern Rockies","WMT","H13010001","NRSA 2018-19"
"NRS18_OK_10921","NRS18_OK_10921",34.400985,-96.107317,"Oklahoma","36","Ouachita Mountains","SAP","H11140103","NRSA 2018-19"
"NRS18_CO_10012","NRS18_CO_10012",40.394507,-103.477333,"Colorado","25","High Plains","SPL","H10190012","NRSA 2018-19"
"NRS18_KS_10040","NRS18_KS_10040",39.922026,-97.28541,"Kansas","27","Central Great Plains","SPL","H10270207","NRSA 2018-19"
"NRS18_TX_10026","NRS18_TX_10026",31.33678,-96.972631,"Texas","32","Texas Blackland Prairies","SPL","H12070101","NRSA 2018-19"
"NRS18_PA_10012","NRS18_PA_10012",41.969897,-76.511921,"Pennsylvania","60","Northern Allegheny Plateau","NAP","H02050103","NRSA 2018-19"
"NRS18_PA_10007","NRS18_PA_10007",41.656986,-78.611488,"Pennsylvania","62","North Central Appalachians","NAP","H05010005","NRSA 2018-19"
"NRS18_WI_10401","NRS18_WI_10401",44.188968,-87.883536,"Wisconsin","53","Southeastern Wisconsin Till Plains","TPL","H04030101","NRSA 2018-19"
"NRS18_CA_10018","NRS18_CA_10018",38.572342,-121.357745,"California","7","Central California Valley","XER","H18020111","NRSA 2018-19"
"NRS18_ND_10005","NRS18_ND_10005",47.324716,-97.036599,"North Dakota","48","Lake Agassiz Plain","TPL","H09020107","NRSA 2018-19"
"NRS18_NE_10025","NRS18_NE_10025",42.722529,-96.871674,"Nebraska","47","Western Corn Belt Plains","TPL","H10170101","NRSA 2018-19"
"NRS18_VA_10002","NRS18_VA_10002",37.593283,-79.383204,"Virginia","66","Blue Ridge","SAP","H02080203","NRSA 2018-19"
"NRS18_AL_10005","NRS18_AL_10005",32.124221,-87.528318,"Alabama","65","Southeastern Plains","CPL","H03150203","NRSA 2018-19"
"NRS18_CT_10002","NRS18_CT_10002",41.891229,-72.662102,"Connecticut","59","Northeastern Coastal Zone","NAP","H01080207","NRSA 2018-19"
"NRS18_OR_10054","NRS18_OR_10054",43.840997,-122.820758,"Oregon","4","Cascades","WMT","H17090001","NRSA 2018-19"
"NRS18_OK_10026","NRS18_OK_10026",34.391162,-94.508899,"Oklahoma","36","Ouachita Mountains","SAP","H11140108","NRSA 2018-19"
"NRS18_IL_10031","NRS18_IL_10031",37.256017,-88.510282,"Illinois","71","Interior Plateau","SAP","H05140203","NRSA 2018-19"
"NRS18_SD_10024","NRS18_SD_10024",43.691653,-97.966837,"South Dakota","46","Northern Glaciated Plains","TPL","H10160011","NRSA 2018-19"
"NRS18_NY_10018","NRS18_NY_10018",42.065905,-78.469216,"New York","62","North Central Appalachians","NAP","H05010001","NRSA 2018-19"
"NRS18_ID_10049","NRS18_ID_10049",44.396069,-116.046079,"Idaho","16","Idaho Batholith","WMT","H17050123","NRSA 2018-19"
"NRS18_MD_10015","NRS18_MD_10015",39.644259,-75.868082,"Maryland","65","Southeastern Plains","CPL","H02060002","NRSA 2018-19"
"NRS18_MD_10003","NRS18_MD_10003",39.690166,-76.930244,"Maryland","64","Northern Piedmont","SAP","H02070009","NRSA 2018-19"
"NRS18_KS_10140","NRS18_KS_10140",39.754931,-97.556005,"Kansas","27","Central Great Plains","SPL","H10250017","NRSA 2018-19"
"NRS18_PA_10023","NRS18_PA_10023",41.999902,-76.622638,"Pennsylvania","60","Northern Allegheny Plateau","NAP","H02050105","NRSA 2018-19"
"NRS18_AR_10009","NRS18_AR_10009",34.788062,-91.870049,"Arkansas","73","Mississippi Alluvial Plain","CPL","H08020402","NRSA 2018-19"
"NRS18_CT_10017","NRS18_CT_10017",41.35,-73.191975,"Connecticut","59","Northeastern Coastal Zone","NAP","H01100005","NRSA 2018-19"
"NRS18_OK_10036","NRS18_OK_10036",34.495663,-94.473532,"Oklahoma","36","Ouachita Mountains","SAP","H11140108","NRSA 2018-19"
"NRS18_FL_10042","NRS18_FL_10042",25.971439,-80.314607,"Florida","76","Southern Florida Coastal Plain","CPL","H03090206","NRSA 2018-19"
"NRS18_CT_10004","NRS18_CT_10004",41.782704,-71.895881,"Connecticut","59","Northeastern Coastal Zone","NAP","H01100001","NRSA 2018-19"
"NRS18_OR_10022","NRS18_OR_10022",44.798383,-122.481069,"Oregon","4","Cascades","WMT","H17090005","NRSA 2018-19"
"NRS18_GA_10004","NRS18_GA_10004",32.80116,-82.922922,"Georgia","65","Southeastern Plains","CPL","H03070102","NRSA 2018-19"
"NRS18_CO_10061","NRS18_CO_10061",39.912259,-104.882145,"Colorado","25","High Plains","SPL","H10190003","NRSA 2018-19"
"NRS18_IL_10042","NRS18_IL_10042",38.106602,-88.163834,"Illinois","72","Interior River Valleys and Hills","TPL","H05120114","NRSA 2018-19"
"NRS18_VA_RF005","NRS18_VA_RF005",37.91257,-79.42857,"Virginia","67","Ridge and Valley","SAP","H02080202","NRSA 2018-19"
"NRS18_SD_10034","NRS18_SD_10034",43.571079,-97.954002,"South Dakota","46","Northern Glaciated Plains","TPL","H10160011","NRSA 2018-19"
"NRS18_OH_10008","NRS18_OH_10008",39.136192,-84.342057,"Ohio","55","Eastern Corn Belt Plains","TPL","H05090202","NRSA 2018-19"
"NRS18_ND_10035","NRS18_ND_10035",46.620791,-97.543188,"North Dakota","46","Northern Glaciated Plains","TPL","H09020205","NRSA 2018-19"
"NRS18_CA_10055","NRS18_CA_10055",38.638231,-121.563693,"California","7","Central California Valley","XER","H18020161","NRSA 2018-19"
"NRS18_MD_10014","NRS18_MD_10014",38.990037,-77.159812,"Maryland","64","Northern Piedmont","SAP","H02070008","NRSA 2018-19"
"NRS18_AL_10019","NRS18_AL_10019",31.880176,-86.783616,"Alabama","65","Southeastern Plains","CPL","H03150203","NRSA 2018-19"
"NRS18_OR_10071","NRS18_OR_10071",44.792845,-122.535768,"Oregon","4","Cascades","WMT","H17090005","NRSA 2018-19"
"NRS18_PA_10032","NRS18_PA_10032",41.683465,-78.455473,"Pennsylvania","62","North Central Appalachians","NAP","H05010001","NRSA 2018-19"
"NRS18_VT_10018","NRS18_VT_10018",44.563538,-72.565016,"Vermont","58","Northeastern Highlands","NAP","H04150405","NRSA 2018-19"
"NRS18_RI_10006","NRS18_RI_10006",41.394692,-71.841516,"Rhode Island","59","Northeastern Coastal Zone","NAP","H01090005","NRSA 2018-19"
"NRS18_VT_10009","NRS18_VT_10009",44.926418,-72.087373,"Vermont","58","Northeastern Highlands","NAP","H04150500","NRSA 2018-19"
"NRS18_VT_10012","NRS18_VT_10012",44.943657,-72.044224,"Vermont","58","Northeastern Highlands","NAP","H04150500","NRSA 2018-19"
"NRS18_AR_10014","NRS18_AR_10014",35.562326,-93.28855,"Arkansas","38","Boston Mountains","SAP","H11110202","NRSA 2018-19"
"NRS18_IL_10037","NRS18_IL_10037",37.26199,-88.514061,"Illinois","71","Interior Plateau","SAP","H05140203","NRSA 2018-19"
"NRS18_PA_10019","NRS18_PA_10019",41.023348,-78.905719,"Pennsylvania","70","Western Allegheny Plateau","SAP","H05010006","NRSA 2018-19"
"NRS18_WI_10046","NRS18_WI_10046",45.026919,-88.979345,"Wisconsin","51","North Central Hardwood Forests","UMW","H04030202","NRSA 2018-19"
"NRS18_WI_10263","NRS18_WI_10263",44.878237,-88.671562,"Wisconsin","51","North Central Hardwood Forests","UMW","H04030202","NRSA 2018-19"
"NRS18_UT_10435","NRS18_UT_10435",40.539977,-109.068163,"Utah","20","Colorado Plateaus","XER","H14060001","NRSA 2018-19"
"NRS18_TX_10036","NRS18_TX_10036",30.364345,-94.261853,"Texas","35","South Central Plains","CPL","H12020006","NRSA 2018-19"
"NRS18_ID_10042","NRS18_ID_10042",43.308792,-116.577254,"Idaho","12","Snake River Plain","XER","H17050103","NRSA 2018-19"
"NRS18_FL_10012","NRS18_FL_10012",26.17973,-81.670993,"Florida","76","Southern Florida Coastal Plain","CPL","H03090204","NRSA 2018-19"
"NRS18_AR_10015","NRS18_AR_10015",35.542354,-93.160017,"Arkansas","38","Boston Mountains","SAP","H11110202","NRSA 2018-19"
"NRS18_RI_10199","NRS18_RI_10199",41.542897,-71.695637,"Rhode Island","59","Northeastern Coastal Zone","NAP","H01090005","NRSA 2018-19"
"NRS18_CO_10026","NRS18_CO_10026",40.515329,-107.235987,"Colorado","18","Wyoming Basin","XER","H14050001","NRSA 2018-19"
"NRS18_AR_10001","NRS18_AR_10001",34.064881,-93.44226,"Arkansas","36","Ouachita Mountains","SAP","H08040103","NRSA 2018-19"
"NRS18_IL_11563","NRS18_IL_11563",37.801983,-89.230356,"Illinois","72","Interior River Valleys and Hills","TPL","H07140106","NRSA 2018-19"
"NRS18_CO_10055","NRS18_CO_10055",38.604554,-106.464927,"Colorado","21","Southern Rockies","WMT","H14020003","NRSA 2018-19"
"NRS18_CO_10005","NRS18_CO_10005",40.159703,-105.118427,"Colorado","25","High Plains","SPL","H10190005","NRSA 2018-19"
"NRS18_TX_10050","NRS18_TX_10050",28.989936,-96.702266,"Texas","34","Western Gulf Coastal Plain","CPL","H12100101","NRSA 2018-19"
"NRS18_NJ_10001","NRS18_NJ_10001",41.04212,-74.047305,"New Jersey","64","Northern Piedmont","SAP","H02030103","NRSA 2018-19"
"NRS18_NE_10004","NRS18_NE_10004",41.415657,-98.088968,"Nebraska","27","Central Great Plains","SPL","H10210010","NRSA 2018-19"
"NRS18_IL_10036","NRS18_IL_10036",37.138758,-89.267803,"Illinois","73","Mississippi Alluvial Plain","CPL","H07140108","NRSA 2018-19"
"NRS18_CO_10977","NRS18_CO_10977",40.579965,-105.056272,"Colorado","25","High Plains","SPL","H10190007","NRSA 2018-19"
"NRS18_MD_10008","NRS18_MD_10008",39.40693,-79.411902,"Maryland","67","Ridge and Valley","SAP","H05020006","NRSA 2018-19"
"NRS18_VT_10017","NRS18_VT_10017",44.112804,-73.09311,"Vermont","83","Eastern Great Lakes Lowlands","NAP","H04150402","NRSA 2018-19"
"NRS18_NH_10019","NRS18_NH_10019",42.877611,-70.99177,"New Hampshire","59","Northeastern Coastal Zone","NAP","H01070006","NRSA 2018-19"
"NRS18_TX_10023","NRS18_TX_10023",28.890891,-97.13556,"Texas","34","Western Gulf Coastal Plain","CPL","H12100204","NRSA 2018-19"
"NRS18_CO_10034","NRS18_CO_10034",39.113686,-107.978535,"Colorado","21","Southern Rockies","WMT","H14010005","NRSA 2018-19"
"NRS18_WI_10003","NRS18_WI_10003",43.14323,-91.021812,"Wisconsin","52","Driftless Area","UMW","H07070006","NRSA 2018-19"
"NRS18_NC_RF001","NRS18_NC_RF001",35.45111,-83.0675,"North Carolina","66","Blue Ridge","SAP","H06010106","NRSA 2018-19"
"NRS18_SD_10058","NRS18_SD_10058",43.262846,-103.606825,"South Dakota","43","Northwestern Great Plains","NPL","H10120106","NRSA 2018-19"
"NRS18_NJ_10334","NRS18_NJ_10334",40.879421,-74.17183,"New Jersey","64","Northern Piedmont","SAP","H02030103","NRSA 2018-19"
"NRS18_UT_10032","NRS18_UT_10032",40.864463,-110.539356,"Utah","19","Wasatch and Uinta Mountains","WMT","H14040107","NRSA 2018-19"
"NRS18_DE_10033","NRS18_DE_10033",38.873327,-75.476415,"Delaware","63","Middle Atlantic Coastal Plain","CPL","H02040207","NRSA 2018-19"
"NRS18_ID_10992","NRS18_ID_10992",45.136188,-113.909625,"Idaho","17","Middle Rockies","WMT","H17060203","NRSA 2018-19"
"NRS18_ID_10026","NRS18_ID_10026",45.186218,-113.892829,"Idaho","17","Middle Rockies","WMT","H17060203","NRSA 2018-19"
"NRS18_ID_10028","NRS18_ID_10028",44.260376,-114.798114,"Idaho","16","Idaho Batholith","WMT","H17060201","NRSA 2018-19"
"NRS18_WI_10008","NRS18_WI_10008",42.976112,-90.991345,"Wisconsin","52","Driftless Area","UMW","H07070005","NRSA 2018-19"
"NRS18_CT_10003","NRS18_CT_10003",41.398866,-73.386648,"Connecticut","59","Northeastern Coastal Zone","NAP","H01100005","NRSA 2018-19"
"NRS18_TX_10006","NRS18_TX_10006",28.878396,-96.287168,"Texas","34","Western Gulf Coastal Plain","CPL","H12100401","NRSA 2018-19"
"NRS18_NE_10028","NRS18_NE_10028",42.807534,-98.834944,"Nebraska","44","Nebraska Sand Hills","SPL","H10150007","NRSA 2018-19"
"NRS18_NE_10057","NRS18_NE_10057",42.770065,-97.119206,"Nebraska","47","Western Corn Belt Plains","TPL","H10170101","NRSA 2018-19"
"NRS18_AL_10014","NRS18_AL_10014",30.694847,-87.924346,"Alabama","75","Southern Coastal Plain","CPL","H03160204","NRSA 2018-19"
"NRS18_MO_10035","NRS18_MO_10035",36.535562,-90.70407,"Missouri","73","Mississippi Alluvial Plain","CPL","H11010008","NRSA 2018-19"
"NRS18_CO_10042","NRS18_CO_10042",39.498911,-105.086519,"Colorado","25","High Plains","SPL","H10190002","NRSA 2018-19"
"NRS18_FL_10003","NRS18_FL_10003",30.518846,-87.297793,"Florida","75","Southern Coastal Plain","CPL","H03140107","NRSA 2018-19"
"NRS18_MO_10012","NRS18_MO_10012",36.784769,-93.714428,"Missouri","39","Ozark Highlands","SAP","H11010002","NRSA 2018-19"
"NRS18_CO_10017","NRS18_CO_10017",40.749673,-105.852043,"Colorado","21","Southern Rockies","WMT","H10180010","NRSA 2018-19"
"NRS18_NC_RF002","NRS18_NC_RF002",35.47361,-83.7228,"North Carolina","66","Blue Ridge","SAP","H06010202","NRSA 2018-19"
"NRS18_OR_10670","NRS18_OR_10670",44.817041,-121.095725,"Oregon","11","Blue Mountains","WMT","H17070306","NRSA 2018-19"
"NRS18_VA_10014","NRS18_VA_10014",36.968191,-80.646447,"Virginia","66","Blue Ridge","SAP","H05050001","NRSA 2018-19"
"NRS18_MS_10007","NRS18_MS_10007",33.913738,-88.53107,"Mississippi","65","Southeastern Plains","CPL","H03160101","NRSA 2018-19"
"NRS18_WI_RF001","NRS18_WI_RF001",45.913,-89.758,"Wisconsin","50","Northern Lakes and Forests","UMW","H07070001","NRSA 2018-19"
"NRS18_MO_10030","NRS18_MO_10030",36.992668,-90.205084,"Missouri","73","Mississippi Alluvial Plain","CPL","H08020203","NRSA 2018-19"
"NRS18_NE_10006","NRS18_NE_10006",42.589644,-97.872218,"Nebraska","47","Western Corn Belt Plains","TPL","H10170101","NRSA 2018-19"
"NRS18_OR_10819","NRS18_OR_10819",45.284283,-121.027329,"Oregon","10","Columbia Plateau","XER","H17070306","NRSA 2018-19"
"NRS18_ID_10010","NRS18_ID_10010",45.369484,-114.289906,"Idaho","16","Idaho Batholith","WMT","H17060203","NRSA 2018-19"
"NRS18_WY_10003","NRS18_WY_10003",41.38215,-107.227604,"Wyoming","21","Southern Rockies","WMT","H14050003","NRSA 2018-19"
"NRS18_WY_10010","NRS18_WY_10010",41.596252,-109.148765,"Wyoming","18","Wyoming Basin","XER","H14040105","NRSA 2018-19"
"NRS18_FL_10004","NRS18_FL_10004",30.294916,-85.293841,"Florida","75","Southern Coastal Plain","CPL","H03130012","NRSA 2018-19"
"NRS18_MO_10041","NRS18_MO_10041",37.298349,-92.412838,"Missouri","39","Ozark Highlands","SAP","H10290201","NRSA 2018-19"
"NRS18_NE_10007","NRS18_NE_10007",42.898173,-100.485386,"Nebraska","43","Northwestern Great Plains","NPL","H10150004","NRSA 2018-19"
"NRS18_OH_10026","NRS18_OH_10026",41.296569,-80.601439,"Ohio","61","Erie Drift Plain","NAP","H05030102","NRSA 2018-19"
"NRS18_OH_10015","NRS18_OH_10015",41.514126,-80.733669,"Ohio","61","Erie Drift Plain","NAP","H05030103","NRSA 2018-19"
"NRS18_PA_10008","NRS18_PA_10008",40.521584,-79.398985,"Pennsylvania","70","Western Allegheny Plateau","SAP","H05010008","NRSA 2018-19"
"NRS18_OH_10025","NRS18_OH_10025",41.099676,-80.608242,"Ohio","61","Erie Drift Plain","NAP","H05030103","NRSA 2018-19"
"NRS18_WY_12048","NRS18_WY_12048",42.1678,-104.464454,"Wyoming","25","High Plains","SPL","H10180009","NRSA 2018-19"
"NRS18_WY_11912","NRS18_WY_11912",42.841978,-105.521162,"Wyoming","43","Northwestern Great Plains","NPL","H10180007","NRSA 2018-19"
"NRS18_MO_10023","NRS18_MO_10023",40.481396,-92.686175,"Missouri","40","Central Irregular Plains","TPL","H10280201","NRSA 2018-19"
"NRS18_WY_10069","NRS18_WY_10069",43.654736,-109.907877,"Wyoming","17","Middle Rockies","WMT","H10080001","NRSA 2018-19"
"NRS18_MO_10020","NRS18_MO_10020",40.487736,-93.498367,"Missouri","40","Central Irregular Plains","TPL","H10280102","NRSA 2018-19"
"NRS18_WI_10040","NRS18_WI_10040",43.702085,-88.571947,"Wisconsin","53","Southeastern Wisconsin Till Plains","TPL","H04030203","NRSA 2018-19"
"NRS18_IL_10008","NRS18_IL_10008",37.000108,-89.263422,"Illinois","73","Mississippi Alluvial Plain","CPL","H07140105","NRSA 2018-19"
"NRS18_MO_10024","NRS18_MO_10024",37.198927,-89.461552,"Missouri","72","Interior River Valleys and Hills","TPL","H07140105","NRSA 2018-19"
"NRS18_MO_10042","NRS18_MO_10042",37.962436,-89.98443,"Missouri","72","Interior River Valleys and Hills","TPL","H07140101","NRSA 2018-19"
"NRS18_MO_10025","NRS18_MO_10025",37.963012,-89.982395,"Missouri","72","Interior River Valleys and Hills","TPL","H07140101","NRSA 2018-19"
"NRS18_MO_10008","NRS18_MO_10008",36.534744,-89.467232,"Missouri","73","Mississippi Alluvial Plain","CPL","H08010100","NRSA 2018-19"
"NRS18_OR_10023","NRS18_OR_10023",43.121248,-124.17936,"Oregon","1","Coast Range","WMT","H17100305","NRSA 2018-19"
"NRS18_NC_10030","NRS18_NC_10030",35.677278,-78.153444,"North Carolina","45","Piedmont","SAP","H03020203","NRSA 2018-19"
"NRS18_VA_10001","NRS18_VA_10001",38.395328,-77.95542,"Virginia","64","Northern Piedmont","SAP","H02080103","NRSA 2018-19"
"NRS18_GA_10006","NRS18_GA_10006",34.303147,-84.470514,"Georgia","66","Blue Ridge","SAP","H03150104","NRSA 2018-19"
"NRS18_WY_10697","NRS18_WY_10697",44.176818,-106.733525,"Wyoming","43","Northwestern Great Plains","NPL","H10090205","NRSA 2018-19"
"NRS18_WY_10084","NRS18_WY_10084",44.089122,-106.673671,"Wyoming","43","Northwestern Great Plains","NPL","H10090205","NRSA 2018-19"
"NRS18_WI_10041","NRS18_WI_10041",43.700083,-87.816611,"Wisconsin","53","Southeastern Wisconsin Till Plains","TPL","H04030101","NRSA 2018-19"
"NRS18_KS_10087","NRS18_KS_10087",38.464405,-97.886344,"Kansas","27","Central Great Plains","SPL","H10260008","NRSA 2018-19"
"NRS18_MO_10003","NRS18_MO_10003",39.028265,-93.681188,"Missouri","47","Western Corn Belt Plains","TPL","H10300104","NRSA 2018-19"
"NRS18_OR_10068","NRS18_OR_10068",43.272172,-123.92934,"Oregon","1","Coast Range","WMT","H17100305","NRSA 2018-19"
"NRS18_WY_11903","NRS18_WY_11903",42.858154,-105.986782,"Wyoming","43","Northwestern Great Plains","NPL","H10180007","NRSA 2018-19"
"NRS18_TX_10019","NRS18_TX_10019",31.49309,-94.83198,"Texas","35","South Central Plains","CPL","H12020004","NRSA 2018-19"
"NRS18_CO_11425","NRS18_CO_11425",40.453594,-103.396129,"Colorado","25","High Plains","SPL","H10190012","NRSA 2018-19"
"NRS18_MA_10005","NRS18_MA_10005",42.680295,-71.145198,"Massachusetts","59","Northeastern Coastal Zone","NAP","H01070006","NRSA 2018-19"
"NRS18_RI_10002","NRS18_RI_10002",41.880139,-71.381305,"Rhode Island","59","Northeastern Coastal Zone","NAP","H01090003","NRSA 2018-19"
"NRS18_WY_10016","NRS18_WY_10016",42.828837,-106.366789,"Wyoming","43","Northwestern Great Plains","NPL","H10180007","NRSA 2018-19"
