cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,sample_or_record_type_s,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
1819,landscape_PCTFRSTLOSS2010WSRP100,PCTFRSTLOSS2010WSRP100,Landscape Data,NRSA 1819 Landscape,% Forest cover loss (Tree canopy cover change) for 2010 within watershed and within 100-m buffer of NHD stream lines,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSS2011WS,PCTFRSTLOSS2011WS,Landscape Data,NRSA 1819 Landscape,% Forest cover loss (Tree canopy cover change) for 2011 within watershed,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSS2011WSRP100,PCTFRSTLOSS2011WSRP100,Landscape Data,NRSA 1819 Landscape,% Forest cover loss (Tree canopy cover change) for 2011 within watershed and within 100-m buffer of NHD stream lines,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSS2012WS,PCTFRSTLOSS2012WS,Landscape Data,NRSA 1819 Landscape,% Forest cover loss (Tree canopy cover change) for 2012 within watershed,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSS2012WSRP100,PCTFRSTLOSS2012WSRP100,Landscape Data,NRSA 1819 Landscape,% Forest cover loss (Tree canopy cover change) for 2012 within watershed and within 100-m buffer of NHD stream lines,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSS2013WS,PCTFRSTLOSS2013WS,Landscape Data,NRSA 1819 Landscape,% Forest cover loss (Tree canopy cover change) for 2013 within watershed,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSS2013WSRP100,PCTFRSTLOSS2013WSRP100,Landscape Data,NRSA 1819 Landscape,% Forest cover loss (Tree canopy cover change) for 2013 within watershed and within 100-m buffer of NHD stream lines,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSSBYYEAR_WS_PCTFULL,PCTFRSTLOSSBYYEAR_WS_PCTFULL,Landscape Data,NRSA 1819 Landscape,Percent of area with data for % Forest cover loss (Tree canopy cover change) within watershed,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTFRSTLOSSBYYEAR_WS_PCTFULLRP100,PCTFRSTLOSSBYYEAR_WS_PCTFULLRP100,Landscape Data,NRSA 1819 Landscape,Percent of area with data for % Forest cover loss (Tree canopy cover change) within watershed and within 100-m buffer of NHD stream lines,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGLACLAKECRSWS,PCTGLACLAKECRSWS,Landscape Data,NRSA 1819 Landscape,"% of the upstream watershed (Ws) classified as lithology type: glacial outwash and glacial lake sediment, coarse-textured.",LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGLACLAKEFINEWS,PCTGLACLAKEFINEWS,Landscape Data,NRSA 1819 Landscape,"% of the upstream watershed (Ws) classified as lithology type: glacial outwash and glacial lake sediment, fine-textured.",LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGLACTILCLAYWS,PCTGLACTILCLAYWS,Landscape Data,NRSA 1819 Landscape,"% of the upstream watershed (Ws) classified as lithology type: glacial till, clayey.",LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGLACTILCRSWS,PCTGLACTILCRSWS,Landscape Data,NRSA 1819 Landscape,"% of the upstream watershed (Ws) classified as lithology type: glacial till, coarse-textured.",LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGLACTILLOAMWS,PCTGLACTILLOAMWS,Landscape Data,NRSA 1819 Landscape,"% of the upstream watershed (Ws) classified as lithology type: glacial till, loamy.",LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2001_WSRP100,PCTGRS2001_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2001.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2001WS,PCTGRS2001WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2001.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2004_WSRP100,PCTGRS2004_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2004.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2004WS,PCTGRS2004WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2004.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2006_WSRP100,PCTGRS2006_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2006.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2006WS,PCTGRS2006WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2006.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2008_WSRP100,PCTGRS2008_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2008.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2008WS,PCTGRS2008WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2008.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2011_WSRP100,PCTGRS2011_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2011.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2011WS,PCTGRS2011WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2011.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2013_WSRP100,PCTGRS2013_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2013.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2013WS,PCTGRS2013WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2013.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2016_WSRP100,PCTGRS2016_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2016.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2016WS,PCTGRS2016WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2016.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2019_WSRP100,PCTGRS2019_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2019.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTGRS2019WS,PCTGRS2019WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as grassland/herbaceous land cover. Derived from the nlcd2019.tif (class 71) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2001_WSRP100,PCTHAY2001_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2001.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2001WS,PCTHAY2001WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2001.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2004_WSRP100,PCTHAY2004_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2004.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2004WS,PCTHAY2004WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2004.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2006_WSRP100,PCTHAY2006_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2006.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2006WS,PCTHAY2006WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2006.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2008_WSRP100,PCTHAY2008_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2008.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2008WS,PCTHAY2008WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2008.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2011_WSRP100,PCTHAY2011_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2011.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2011WS,PCTHAY2011WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2011.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2013_WSRP100,PCTHAY2013_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2013.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2013WS,PCTHAY2013WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2013.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2016_WSRP100,PCTHAY2016_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2016.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2016WS,PCTHAY2016WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2016.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2019_WSRP100,PCTHAY2019_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2019.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHAY2019WS,PCTHAY2019WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as pasture/hay land use. Derived from the nlcd2019.tif (class 81) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2001_WSRP100,PCTHBWET2001_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2001.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2001WS,PCTHBWET2001WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2001.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2004_WSRP100,PCTHBWET2004_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2004.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2004WS,PCTHBWET2004WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2004.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2006_WSRP100,PCTHBWET2006_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2006.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2006WS,PCTHBWET2006WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2006.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2008_WSRP100,PCTHBWET2008_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2008.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2008WS,PCTHBWET2008WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2008.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2011_WSRP100,PCTHBWET2011_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2011.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2011WS,PCTHBWET2011WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2011.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2013_WSRP100,PCTHBWET2013_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2013.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2013WS,PCTHBWET2013WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2013.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2016_WSRP100,PCTHBWET2016_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2016.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2016WS,PCTHBWET2016WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2016.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2019_WSRP100,PCTHBWET2019_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2019.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHBWET2019WS,PCTHBWET2019WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as herbaceous wetland land cover. Derived from the nlcd2019.tif (class 95) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTHYDRICWS,PCTHYDRICWS,Landscape Data,NRSA 1819 Landscape,"% of the upstream watershed (Ws) classified as lithology type: hydric, peat and muck.",LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2001_WSRP100,PCTICE2001_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2001.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2001WS,PCTICE2001WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2001.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2004_WSRP100,PCTICE2004_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2004.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2004WS,PCTICE2004WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2004.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2006_WSRP100,PCTICE2006_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2006.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2006WS,PCTICE2006WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2006.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2008_WSRP100,PCTICE2008_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2008.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2008WS,PCTICE2008WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2008.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2011_WSRP100,PCTICE2011_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2011.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2011WS,PCTICE2011WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2011.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2013_WSRP100,PCTICE2013_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2013.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2013WS,PCTICE2013WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2013.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2016_WSRP100,PCTICE2016_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2016.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2016WS,PCTICE2016WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2016.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2019_WSRP100,PCTICE2019_WSRP100,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover and within 100-m buffer of NHD stream lines (Rp100). Derived from the nlcd2019.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTICE2019WS,PCTICE2019WS,Landscape Data,NRSA 1819 Landscape,% of the upstream watershed (Ws) areas classified as ice/snow land cover. Derived from the nlcd2019.tif (class 12) landscape raster.,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2001_WS_PCTFULL,PCTIMP2001_WS_PCTFULL,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2001) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2001_WS_PCTFULLRP100,PCTIMP2001_WS_PCTFULLRP100,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2001) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2001WS,PCTIMP2001WS,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2001) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2001WSRP100,PCTIMP2001WSRP100,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2001) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2004_WS_PCTFULL,PCTIMP2004_WS_PCTFULL,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2004) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2004_WS_PCTFULLRP100,PCTIMP2004_WS_PCTFULLRP100,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2004) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2004WS,PCTIMP2004WS,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2004) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2004WSRP100,PCTIMP2004WSRP100,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2004) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2006_WS_PCTFULL,PCTIMP2006_WS_PCTFULL,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2006) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2006_WS_PCTFULLRP100,PCTIMP2006_WS_PCTFULLRP100,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2006) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2006WS,PCTIMP2006WS,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2006) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2006WSRP100,PCTIMP2006WSRP100,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2006) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2008_WS_PCTFULL,PCTIMP2008_WS_PCTFULL,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2008) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2008_WS_PCTFULLRP100,PCTIMP2008_WS_PCTFULLRP100,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2008) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2008WS,PCTIMP2008WS,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2008) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2008WSRP100,PCTIMP2008WSRP100,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2008) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2011_WS_PCTFULL,PCTIMP2011_WS_PCTFULL,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2011) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2011_WS_PCTFULLRP100,PCTIMP2011_WS_PCTFULLRP100,Landscape Data,NRSA 1819 Landscape,Percent of area with data for Mean imperviousness of anthropogenic surfaces (NLCD 2011) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2011WS,PCTIMP2011WS,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2011) within the upstream watershed (Ws).,LAND,,,,Single metadata definition,landscape,1,1
1819,landscape_PCTIMP2011WSRP100,PCTIMP2011WSRP100,Landscape Data,NRSA 1819 Landscape,Mean imperviousness of anthropogenic surfaces (NLCD 2011) within watershed (Ws) and within 100-m buffer of NHD stream lines (Rp100).,LAND,,,,Single metadata definition,landscape,1,1
