cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,definition_source,sample_or_record_type_s,units,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
1314,benthic_mmi_PSTL_CODE,PSTL_CODE,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,"State two-letter postal code | State two letter postal code 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing values allowed.",2013–2014 EPA metadata,DESIGN,,,,,Multiple protocol-specific labels — see Metadata Detail,benthic_mmi,7,2
1314,benthic_mmi_PUBLICATION_DATE,PUBLICATION_DATE,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,Date of data file publication,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,benthic_mmi,9,3
1314,benthic_mmi_RICH_PT,RICH_PT,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,Metric score for taxa richness,2013–2014 EPA metadata,BERW | BETB,,Good|Fair|Poor|Not Assessed,0.0,10.0,Same label appears for multiple sample/record types,benthic_mmi,1,2
1314,benthic_mmi_SAMPLE_TYPE,SAMPLE_TYPE,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,Sample type,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,benthic_mmi,4,3
1314,benthic_mmi_SITE_ID,SITE_ID,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. Text. No missing values allowed. | Site ID",2013–2014 EPA metadata,DESIGN | VERIF,,,,,Multiple protocol-specific labels — see Metadata Detail,benthic_mmi,14,2
1314,benthic_mmi_SITETYPE,SITETYPE,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,"Site type (Probability-based or hand-picked). PROB for sites from probability survey. Usually HAND for hand-picked sites. In EMAP West and WSA, STARHAND is used to identify hand-picked sites that do not have all CORE indicators available. | Site type (Probability-based or hand-picked)",2013–2014 EPA metadata,DESIGN,,PROB | HAND,,,Multiple protocol-specific labels — see Metadata Detail,benthic_mmi,10,2
1314,benthic_mmi_TOLR_PT,TOLR_PT,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,Metric score for tolerance metric,2013–2014 EPA metadata,BERW | BETB,,Good|Fair|Poor|Not Assessed,0.0,10.0,Same label appears for multiple sample/record types,benthic_mmi,1,2
1314,benthic_mmi_UID,UID,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,Unique site visit ID,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,benthic_mmi,15,3
1314,benthic_mmi_VISIT_NO,VISIT_NO,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate MMI,Number identifying which visit this is,2013–2014 EPA metadata,VERIF,,|1|2,,,Single metadata definition,benthic_mmi,14,1
1314,benthic_taxa_CLASS,CLASS,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Class of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,2,1
1314,benthic_taxa_FAMILY,FAMILY,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Family of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,3,1
1314,benthic_taxa_FFG,FFG,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,"Functional feeding group used in metric calculations;Collector-filterer(CF),Collector-gatherer(CG),Parasite(PA),Piercer(PI),Scraper(SC),Shredder(SH)",2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_FFG_WSA,FFG_WSA,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,"Functional feeding group assignment used in WSA-based metrics;Collector-filterer(CF),Collector-gatherer(CG),Parasite(PA),Piercer(PI),Scraper(SC),Shredder(SH)",2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_GENUS,GENUS,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Genus of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,3,1
1314,benthic_taxa_HABIT,HABIT,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,"Habit used in metric calculations;Burrower(BU),Climber(CB),Clinger(CN),Diver(DV),Planktonic(PK),Skater(SK),Sprawler(SP),Swimmer(SW)",2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_HABIT_WSA,HABIT_WSA,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,"Habit group assignment used in WSA-based metrics;Burrower(BU),Climber(CB),Clinger(CN),Diver(DV),Planktonic(PK),Skater(SK),Sprawler(SP),Swimmer(SW)",2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_ITISTSN,ITISTSN,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Taxonomic Serial Number assigned by IT IS,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,2,1
1314,benthic_taxa_NON_TARGET,NON_TARGET,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Operational taxon unit for NRSA O/E,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_ORDER,ORDER,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Order of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,2,1
1314,benthic_taxa_OTU_NRSA,OTU_NRSA,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Family name,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_PHYLUM,PHYLUM,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Phylum of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,2,1
1314,benthic_taxa_PTV,PTV,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Pollution tolerance value as assigned for NWSA,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_PTV_WSA,PTV_WSA,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Pollution tolerance value used in WSA-based metrics,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_taxa_PUBLICATION_DATE,PUBLICATION_DATE,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Date of data file publication,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,benthic_taxa,9,3
1314,benthic_taxa_SUBFAMILY,SUBFAMILY,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Subfamily of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,2,1
1314,benthic_taxa_TARGET_TAXON,TARGET_TAXON,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,TAXANAME AT TARGET HIERARCHICAL TAXONOMIC LEVEL | Name of taxon at target taxon level,2013–2014 EPA metadata,BETB | TAXA: Invertebrates,,,,,Multiple protocol-specific labels — see Metadata Detail,benthic_taxa,2,2
1314,benthic_taxa_TAXA_ID,TAXA_ID,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Taxonomic ID number,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,benthic_taxa,2,3
1314,benthic_taxa_TRIBE,TRIBE,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Tribe of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,2,1
1314,benthic_taxa_VOLTINISM,VOLTINISM,Benthic Macroinvertebrates,NRSA 1314 Benthic Taxa List,Voltinism as assigned by USGS,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_taxa,1,1
1314,benthic_count_CLASS,CLASS,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Class of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_count,2,1
1314,benthic_count_FAMILY,FAMILY,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Family of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_count,3,1
1314,benthic_count_GENUS,GENUS,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Genus of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_count,3,1
1314,benthic_count_IS_DISTINCT,IS_DISTINCT,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Distinctness of taxon within sample,2013–2014 EPA metadata,BETB,,0|1,,,Single metadata definition,benthic_count,2,1
1314,benthic_count_IS_DISTINCT300,IS_DISTINCT300,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Distinctness in 300 organism subsample,2013–2014 EPA metadata,BETB,,0|1,,,Single metadata definition,benthic_count,1,1
1314,benthic_count_ORDER,ORDER,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Order of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_count,2,1
1314,benthic_count_PHYLUM,PHYLUM,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Phylum of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_count,2,1
1314,benthic_count_SUBFAMILY,SUBFAMILY,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Subfamily of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_count,2,1
1314,benthic_count_TARGET_TAXON,TARGET_TAXON,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,TAXANAME AT TARGET HIERARCHICAL TAXONOMIC LEVEL | Name of taxon at target taxon level,2013–2014 EPA metadata,BETB | TAXA: Invertebrates,,,,,Multiple protocol-specific labels — see Metadata Detail,benthic_count,2,2
1314,benthic_count_TOTAL,TOTAL,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,TOTAL NUMBER OF INDIVIDUALS COUNTED | Total number of individuals sorted for given taxon,2013–2014 EPA metadata,BETB,,,,,Multiple protocol-specific labels — see Metadata Detail,benthic_count,2,2
1314,benthic_count_TOTAL300,TOTAL300,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Total of given taxon using subsampling.exe for 300 organism subsample,2013–2014 EPA metadata,BETB,,,,,Single metadata definition,benthic_count,1,1
1314,benthic_count_TRIBE,TRIBE,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Count,Tribe of taxon,2013–2014 EPA metadata,TAXA: Invertebrates,,,,,Single metadata definition,benthic_count,2,1
1314,benthic_metrics_AMPHNIND,AMPHNIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of Amphipoda individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_AMPHNTAX,AMPHNTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Amphipoda taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_AMPHPIND,AMPHPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Amphipoda individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_AMPHPTAX,AMPHPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Amphipoda taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_BURRNIND,BURRNIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of burrower individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_BURRNTAX,BURRNTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Burrowers taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_BURRPIND,BURRPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Burrowers individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_BURRPTAX,BURRPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Burrowers taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CHIRDOM1PIND,CHIRDOM1PIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% individuals in most abundant distinct Chironomidae taxon,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CHIRDOM3PIND,CHIRDOM3PIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% individuals in most abundant 3 distinct Chironomidae taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CHIRDOM5PIND,CHIRDOM5PIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% individuals in most abundant 5 distinct Chironomidae taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CHIRNIND,CHIRNIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of Chironomidae individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CHIRNTAX,CHIRNTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Chironomidae taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CHIRPIND,CHIRPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Chironomidae individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CHIRPTAX,CHIRPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Chironomidae taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLMBNIND,CLMBNIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of climber individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLMBNTAX,CLMBNTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Climbers taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLMBPIND,CLMBPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Climbers individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLMBPTAX,CLMBPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Climbers taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLNGNIND,CLNGNIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of clinger individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLNGNTAX,CLNGNTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Clingers taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLNGPIND,CLNGPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Clingers individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CLNGPTAX,CLNGPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Clingers taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFININD,COFININD,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of collector-filterers individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFINTAX,COFINTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Collecter-filterer taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFIPIND,COFIPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Collecter-filterer individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFIPTAX,COFIPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Collecter-filterer taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFITRICNIND,COFITRICNIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of collector-filterer Trichoptera individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFITRICNTAX,COFITRICNTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Collector-filterer Trichoptera taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFITRICPIND,COFITRICPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Collector-filterer Trichoptera individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COFITRICPTAX,COFITRICPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Collector-filterer Trichoptera taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COGANIND,COGANIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of collector-gatherers individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COGANTAX,COGANTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Collecter-gatherer taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COGAPIND,COGAPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Collecter-gatherer individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_COGAPTAX,COGAPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Collecter-gatherer taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CRUSNIND,CRUSNIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,Number of Crustacea individuals in sample,2013–2014 EPA metadata,BERW | BETB,NONE,,,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CRUSNTAX,CRUSNTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,No. of Crustaceans taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CRUSPIND,CRUSPIND,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Crustaceans individuals,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
1314,benthic_metrics_CRUSPTAX,CRUSPTAX,Benthic Macroinvertebrates,NRSA 1314 Benthic Macroinvertebrate Metrics,% Crustaceans taxa,2013–2014 EPA metadata,BERW | BETB,NONE,,0.0,100.0,Same label appears for multiple sample/record types,benthic_metrics,1,2
