cycle,source_dataset,indicator,database_style_key,epa_short_name,epa_label_description,boatable_label,wadeable_label,sample_or_record_type,units,legal_values_format,range_low,range_high,metadata_name_column,convenience_prefix
1314,NRSA 1314 Fish Counts,Fish,fish_count_FINAL_NAME,FINAL_NAME,,,,TAXA: Invertebrates,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_FINAL_NAME,FINAL_NAME,,,,TAXA: Vertebrate,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_INDEX_VISIT,INDEX_VISIT,,,,VERIF,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_IS_DISTINCT,IS_DISTINCT,,,,FISH,,0|1,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_LAT_DD83,LAT_DD83,,,,DESIGN,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_LON_DD83,LON_DD83,,,,DESIGN,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_NON_NATIVE,NON_NATIVE,,,,FISH,,N|Y,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_NON_NATIVE,NON_NATIVE,,,,FISH,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_PSTL_CODE,PSTL_CODE,,,,DESIGN,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_SITE_ID,SITE_ID,,,,DESIGN,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_SITE_ID,SITE_ID,,,,VERIF,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_SITETYPE,SITETYPE,"Site type (Probability-based or hand-picked). PROB for sites from probability survey. Usually HAND for hand-picked sites. In EMAP West and WSA, STARHAND is used to identify hand-picked sites that do not have all CORE indicators available.",,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_TAXA_ID,TAXA_ID,Taxonomic ID number,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_TAXA_ID,TAXA_ID,Taxonomic ID number,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_TAXA_ID,TAXA_ID,Taxonomic ID number,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_TOTAL,TOTAL,,,,FISH,,,0.0,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_UID,UID,Unique site visit ID,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_UID,UID,Unique site visit ID,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_UID,UID,Unique site visit ID,,,,,,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Counts,Fish,fish_count_VISIT_NO,VISIT_NO,,,,VERIF,,|1|2,,,PARAMETER,fish_count
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_AG_ECO9_NM,AG_ECO9_NM,NARS 9-level reporting region Name,,,DESIGN,,Text names,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_AG_ECO9_NM,AG_ECO9_NM,NARS 9-level reporting region name Text names. No missing values allowed.,,,DESIGN,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_ALIENNTAX,ALIENNTAX,Number of non-native (alien) taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_ALIENPIND,ALIENPIND,% alien individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_ALIENPTAX,ALIENPTAX,% alien taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_ANOMPIND,ANOMPIND,% individuals with anomalies (% DELT anomalies),,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_BENTINVNTAX,BENTINVNTAX,Number of benthic invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_BENTINVPIND,BENTINVPIND,% benthic invertivore individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_BENTINVPTAX,BENTINVPTAX,% benthic invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CARNNTAX,CARNNTAX,Number of carnivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CARNPIND,CARNPIND,% carnivore individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CARNPTAX,CARNPTAX,% carnivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CATONTAX,CATONTAX,No. Catostomid taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CATOPIND,CATOPIND,% Catostomid individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CATOPTAX,CATOPTAX,% Catostomid taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CENTNTAX,CENTNTAX,Number of Centrarchidae taxa (minus Micropterus),,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CENTPIND,CENTPIND,% Centrarchidae individuals (minus Micropterus),,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CENTPTAX,CENTPTAX,% Centrarchidae taxa (minus Micropterus),,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_COLDNTAX,COLDNTAX,No. coldwater taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_COLDPIND,COLDPIND,% coldwater individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_COLDPTAX,COLDPTAX,% coldwater taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CYPRNTAX,CYPRNTAX,Number of Cyprinidae taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CYPRPIND,CYPRPIND,% Cyprinidae individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_CYPRPTAX,CYPRPTAX,% Cyprinidae taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_DATE_COL,DATE_COL,Date of data collection in field,,,VERIF,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_FISH_PROTOCOL,FISH_PROTOCOL,Fish Sampling protocol,,,FISH,,|BOATABLE|LG_WADEABLE|WADEABLE,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_FISH_SAMPLING,FISH_SAMPLING,Fish Sampling - not conducted or suspended,,,FISH,,|NO_FISH|NOT_FISHED_REACH_MIN|NO_PERMIT|SITE_CONDITIONS|PERMIT_RESTRICT|EQUIPMENT_FAILURE|OTHER,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_HERBNTAX,HERBNTAX,Number of herbivores taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_HERBPIND,HERBPIND,% herbivores individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_HERBPTAX,HERBPTAX,% herbivores taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_ICTANTAX,ICTANTAX,No. Ictalurid taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_ICTAPIND,ICTAPIND,% Ictalurid individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_ICTAPTAX,ICTAPTAX,% Ictalurid taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INDEX_VISIT,INDEX_VISIT,Index visit Y/blank,,,VERIF,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLCARNNTAX,INTLCARNNTAX,No. of intolerant carnivore taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLCARNPIND,INTLCARNPIND,% intolerant carnivore individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLCARNPTAX,INTLCARNPTAX,% intolerant carnivore taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLINVNTAX,INTLINVNTAX,Number of intolerant invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLINVPIND,INTLINVPIND,% intolerant invertivore individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLINVPTAX,INTLINVPTAX,% intolerant invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLLOTNTAX,INTLLOTNTAX,Number of intolerant lotic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLLOTPIND,INTLLOTPIND,% intolerant lotic individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLLOTPTAX,INTLLOTPTAX,% intolerant lotic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLMIGRNTAX,INTLMIGRNTAX,Number of intolerant migratory taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLMIGRPIND,INTLMIGRPIND,% intolerant migratory individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLMIGRPTAX,INTLMIGRPTAX,% intolerant migratory taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLNTAX,INTLNTAX,No. distinct intolerant taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLPIND,INTLPIND,% Intolerant individuals based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLPTAX,INTLPTAX,% Intolerant taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLRHEONTAX,INTLRHEONTAX,Number of intolerant rheophilic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLRHEOPIND,INTLRHEOPIND,% intolerant rheophilic individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INTLRHEOPTAX,INTLRHEOPTAX,% intolerant rheophilic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INVNTAX,INVNTAX,Number of invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INVPIND,INVPIND,% invertivore individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_INVPTAX,INVPTAX,% invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LAT_DD83,LAT_DD83,Latitude (based on NAD83 datum) for stream site from NHD-based sample frame.,,,DESIGN,,Numeric,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LAT_DD83,LAT_DD83,Latitude (based on NAD83 datum) for stream site from NHDPlusV2 Numeric. No missing values allowed.,,,DESIGN,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LITHNTAX,LITHNTAX,No. lithophilic taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LITHPIND,LITHPIND,% lithophilic individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LITHPTAX,LITHPTAX,% lithophilic taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LON_DD83,LON_DD83,Longitude (based on NAD83 datum) for stream site from NHD-based sample frame.,,,DESIGN,,Numeric,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LON_DD83,LON_DD83,Longitude (based on NAD83 datum) for stream site from NHDPlusV2 Numeric. No missing values allowed.,,,DESIGN,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LOTNTAX,LOTNTAX,Number of lotic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LOTPIND,LOTPIND,% lotic individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_LOTPTAX,LOTPTAX,% lotic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_MIGRNTAX,MIGRNTAX,Number of migratory taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_MIGRPIND,MIGRPIND,% migratory individuals,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_MIGRPTAX,MIGRPTAX,% migratory taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_MTOLNTAX,MTOLNTAX,No. distinct intermediate tolerant taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_MTOLPIND,MTOLPIND,% Intermediate tolerant individuals based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_MTOLPTAX,MTOLPTAX,% intermediate tolerant taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_BENTINVNTAX,NAT_BENTINVNTAX,Number of native benthic invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_BENTINVPIND,NAT_BENTINVPIND,% native individuals as benthic invertivore,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_BENTINVPTAX,NAT_BENTINVPTAX,% native taxa as benthic invertivore,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CARNNTAX,NAT_CARNNTAX,Number of native carnivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CARNPIND,NAT_CARNPIND,% native individuals as carnivore,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CARNPTAX,NAT_CARNPTAX,% native taxa as carnivore,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CATONTAX,NAT_CATONTAX,No. native Catostomid taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CATOPIND,NAT_CATOPIND,% native individuals as Catostomid,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CATOPTAX,NAT_CATOPTAX,% native taxa as Catostomid,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CENTNTAX,NAT_CENTNTAX,Number of native Centrarchidae (minus Micropterus) taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CENTPIND,NAT_CENTPIND,% native individuals as Centrarchidae (minus Micropterus),,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CENTPTAX,NAT_CENTPTAX,% native taxa as Centrarchidae (minus Micropterus),,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_COLDNTAX,NAT_COLDNTAX,Number of native coldwater taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_COLDPIND,NAT_COLDPIND,% native individuals as coldwater,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_COLDPTAX,NAT_COLDPTAX,% native taxa as coldwater,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CYPRNTAX,NAT_CYPRNTAX,Number of native Cyprinidae taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CYPRPIND,NAT_CYPRPIND,% native individuals as Cyprinidae,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_CYPRPTAX,NAT_CYPRPTAX,% native taxa as Cyprinidae,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_HERBNTAX,NAT_HERBNTAX,Number of native herbivores taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_HERBPIND,NAT_HERBPIND,% native individuals as native herbivores,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_HERBPTAX,NAT_HERBPTAX,% native taxa as native herbivores,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_ICTANTAX,NAT_ICTANTAX,Number of native Ictaluridae taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_ICTAPIND,NAT_ICTAPIND,% native individuals as Ictaluridae,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_ICTAPTAX,NAT_ICTAPTAX,% native taxa as Ictaluridae,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLCARNNTAX,NAT_INTLCARNNTAX,No. of native intolerant carnivore taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLCARNPIND,NAT_INTLCARNPIND,% native intolerant carnivore individuals,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLCARNPTAX,NAT_INTLCARNPTAX,% native intolerant carnivore taxa,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLINVNTAX,NAT_INTLINVNTAX,Number of native intolerant invertivore taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLINVPIND,NAT_INTLINVPIND,% native individuals as intolerant invertivore,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLINVPTAX,NAT_INTLINVPTAX,% native taxa as intolerant invertivore,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLLOTNTAX,NAT_INTLLOTNTAX,Number of native intolerant lotic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLLOTPIND,NAT_INTLLOTPIND,% native individuals as intolerant lotic,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLLOTPTAX,NAT_INTLLOTPTAX,% native taxa as intolerant lotic,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLMIGRNTAX,NAT_INTLMIGRNTAX,Number of native intolerant migratory taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLMIGRPIND,NAT_INTLMIGRPIND,% native individuals as intolerant migratory,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLMIGRPTAX,NAT_INTLMIGRPTAX,% native taxa as intolerant migratory,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLNTAX,NAT_INTLNTAX,No. distinct intolerant native taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLPIND,NAT_INTLPIND,% Intolerant native individuals based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLPTAX,NAT_INTLPTAX,% Intolerant native taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLRHEONTAX,NAT_INTLRHEONTAX,Number of native intolerant rheophilic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLRHEOPIND,NAT_INTLRHEOPIND,% native individuals as intolerant rheophilic,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INTLRHEOPTAX,NAT_INTLRHEOPTAX,% native taxa as intolerant rheophilic,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INVNTAX,NAT_INVNTAX,Number of native invertivores taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INVPIND,NAT_INVPIND,% native individuals as invertivores,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_INVPTAX,NAT_INVPTAX,% native taxa as invertivores,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_LITHNTAX,NAT_LITHNTAX,Number of native simple lithophils taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_LITHPIND,NAT_LITHPIND,% native individuals as simple lithophils,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_LITHPTAX,NAT_LITHPTAX,% native taxa as simple lithophils,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_LOTNTAX,NAT_LOTNTAX,Number of native lotic taxa,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_LOTPIND,NAT_LOTPIND,% native individuals as lotic,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_LOTPTAX,NAT_LOTPTAX,% native taxa as lotic,,,FISH,,,,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_MIGRNTAX,NAT_MIGRNTAX,No. native migratory taxa,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_MIGRPIND,NAT_MIGRPIND,% native individuals as migratory,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_MIGRPTAX,NAT_MIGRPTAX,% native taxa as migratory,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_MTOLNTAX,NAT_MTOLNTAX,No. distinct intermediate tolerant native taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_MTOLPIND,NAT_MTOLPIND,% Intermediate tolerant native individuals based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_MTOLPTAX,NAT_MTOLPTAX,% intermediate tolerant native taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,100.0,PARAMETER,fish_metrics
1314,NRSA 1314 Fish Metric Values,Fish,fish_metrics_NAT_NTOLBENTNTAX,NAT_NTOLBENTNTAX,No. native non-tolerant benthic taxa based on TOLERANCE_NRSA,,,FISH,,,0.0,,PARAMETER,fish_metrics
