cycle,source_dataset,indicator,database_style_key,epa_short_name,epa_label_description,boatable_label,wadeable_label,sample_or_record_type,units,legal_values_format,range_low,range_high,metadata_name_column,convenience_prefix
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_SWIMNTAX,SWIMNTAX,No. of Swimmers taxa,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_SWIMPIND,SWIMPIND,% Swimmers individuals,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_SWIMPIND,SWIMPIND,% Swimmers individuals,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_SWIMPTAX,SWIMPTAX,% Swimmers taxa,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_SWIMPTAX,SWIMPTAX,% Swimmers taxa,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYNIND,TANYNIND,Number of Tanytarsini individuals in sample,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYNIND,TANYNIND,Number of Tanytarsini individuals in sample,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYNTAX,TANYNTAX,No. of Tanytarsini taxa,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYNTAX,TANYNTAX,No. of Tanytarsini taxa,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYPIND,TANYPIND,% Tanytarsini individuals,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYPIND,TANYPIND,% Tanytarsini individuals,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYPTAX,TANYPTAX,% Tanytarsini taxa,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TANYPTAX,TANYPTAX,% Tanytarsini taxa,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01NIND,TL01NIND,Number of individuals in sample with tolerance value <2,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01NIND,TL01NIND,Number of individuals in sample with tolerance value <2,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01NTAX,TL01NTAX,No. of taxa with PTV<2,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01NTAX,TL01NTAX,No. of taxa with PTV<2,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01PIND,TL01PIND,% Individuals with PTV <2,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01PIND,TL01PIND,% Individuals with PTV <2,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01PTAX,TL01PTAX,% taxa with PTV<2,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL01PTAX,TL01PTAX,% taxa with PTV<2,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23NIND,TL23NIND,Number of individuals in sample with tolerance value >=2 and <4,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23NIND,TL23NIND,Number of individuals in sample with tolerance value >=2 and <4,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23NTAX,TL23NTAX,No. taxa with PTV >=2 & <4,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23NTAX,TL23NTAX,No. taxa with PTV >=2 & <4,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23PIND,TL23PIND,% individuals with PTV >=2 & <4,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23PIND,TL23PIND,% individuals with PTV >=2 & <4,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23PTAX,TL23PTAX,% taxa with PTV>=2 & <4,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL23PTAX,TL23PTAX,% taxa with PTV>=2 & <4,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45NIND,TL45NIND,Number of individuals in sample with tolerance value >=4 and <6,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45NIND,TL45NIND,Number of individuals in sample with tolerance value >=4 and <6,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45NTAX,TL45NTAX,No. taxa with PTV >=4 & <6,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45NTAX,TL45NTAX,No. taxa with PTV >=4 & <6,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45PIND,TL45PIND,% individuals with PTV >=4 & <6,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45PIND,TL45PIND,% individuals with PTV >=4 & <6,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45PTAX,TL45PTAX,% taxa with PTV>=4 & <6,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL45PTAX,TL45PTAX,% taxa with PTV>=4 & <6,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67NIND,TL67NIND,Number of individuals in sample with tolerance value >=6 and <8,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67NIND,TL67NIND,Number of individuals in sample with tolerance value >=6 and <8,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67NTAX,TL67NTAX,No. taxa with PTV >=6 & <8,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67NTAX,TL67NTAX,No. taxa with PTV >=6 & <8,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67PIND,TL67PIND,% individuals with PTV >=6 & <8,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67PIND,TL67PIND,% individuals with PTV >=6 & <8,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67PTAX,TL67PTAX,% taxa with PTV>=6 & <8,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TL67PTAX,TL67PTAX,% taxa with PTV>=6 & <8,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRNIND,TOLRNIND,Number of individuals in sample with tolerance value >=7,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRNIND,TOLRNIND,Number of individuals in sample with tolerance value >=7,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRNTAX,TOLRNTAX,No. of Tolerant (PTV>=7) taxa,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRNTAX,TOLRNTAX,No. of Tolerant (PTV>=7) taxa,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRPIND,TOLRPIND,% Tolerant (PTV>=7) individuals,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRPIND,TOLRPIND,% Tolerant (PTV>=7) individuals,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRPTAX,TOLRPTAX,% Tolerant (PTV>=7) taxa,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOLRPTAX,TOLRPTAX,% Tolerant (PTV>=7) taxa,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNIND,TOTLNIND,Number of individuals in sample,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNIND,TOTLNIND,Number of individuals in sample,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNTAX,TOTLNTAX,Number of distinct taxa in sample,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNTAX,TOTLNTAX,Number of distinct taxa in sample,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICNIND,TRICNIND,Number of Trichoptera individuals in sample,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICNIND,TRICNIND,Number of Trichoptera individuals in sample,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICNTAX,TRICNTAX,No. of Trichoptera taxa,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICNTAX,TRICNTAX,No. of Trichoptera taxa,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPIND,TRICPIND,% Trichoptera individuals,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPIND,TRICPIND,% Trichoptera individuals,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPTAX,TRICPTAX,% Trichoptera taxa,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPTAX,TRICPTAX,% Trichoptera taxa,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDNIND,TUBINAIDNIND,Number of Tubificidae and Naididae individuals in sample,,,BERW,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDNIND,TUBINAIDNIND,Number of Tubificidae and Naididae individuals in sample,,,BETB,NONE,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDNTAX,TUBINAIDNTAX,No. of Tubificidae and Naididae taxa,,,BERW,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDNTAX,TUBINAIDNTAX,No. of Tubificidae and Naididae taxa,,,BETB,NONE,,0.0,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPIND,TUBINAIDPIND,% Tubificidae and Naididae individuals,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPIND,TUBINAIDPIND,% Tubificidae and Naididae individuals,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPTAX,TUBINAIDPTAX,% Tubificidae and Naididae taxa,,,BERW,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPTAX,TUBINAIDPTAX,% Tubificidae and Naididae taxa,,,BETB,NONE,,0.0,100.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_UID,UID,Unique site visit ID,,,,,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_UID,UID,Unique site visit ID,,,,,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_UID,UID,Unique site visit ID,,,,,,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_VISIT_NO,VISIT_NO,Number identifying which visit this is,,,VERIF,,|1|2,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_VISIT_NO,VISIT_NO,Number identifying which visit this is,,,VERIF,,|1|2,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_VISIT_NO,VISIT_NO,Number identifying which visit this is,,,VERIF,,|1|2,,,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_WTD_TV,WTD_TV,"Hilsenhoff Biotic Index (HBI), sum of TV_i*prop_i, where TV_i=tolerance value for species i and prop_i=proportion of taxon i in sample, based on all taxa in sample",,,BERW,NONE,,0.0,10.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Benthic Macroinvertebrate Metrics,Benthic Macroinvertebrates,benthic_metrics_WTD_TV,WTD_TV,"Hilsenhoff Biotic Index (HBI), sum of TV_i*prop_i, where TV_i=tolerance value for species i and prop_i=proportion of taxon i in sample, based on all taxa in sample",,,BETB,NONE,,0.0,10.0,PARAMETER,benthic_metrics
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_ANALYZED,CHLA_DATE_ANALYZED,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_ANALYZED,CHLA_DATE_ANALYZED,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_FILTERED,CHLA_DATE_FILTERED,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_FILTERED,CHLA_DATE_FILTERED,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_PROCESSED,CHLA_DATE_PROCESSED,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_PROCESSED,CHLA_DATE_PROCESSED,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_RECEIVED,CHLA_DATE_RECEIVED,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DATE_RECEIVED,CHLA_DATE_RECEIVED,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DILUTION_FACTOR,CHLA_DILUTION_FACTOR,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_DILUTION_FACTOR,CHLA_DILUTION_FACTOR,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_EXTRACT,CHLA_EXTRACT,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_EXTRACT,CHLA_EXTRACT,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_EXTRACT_VOL,CHLA_EXTRACT_VOL,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_HOLD_TIME_FLAG,CHLA_HOLD_TIME_FLAG,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_HOLD_TIME_FLAG,CHLA_HOLD_TIME_FLAG,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_HOLDING_TIME,CHLA_HOLDING_TIME,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_HOLDING_TIME,CHLA_HOLDING_TIME,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_LAB_SAMPLE_ID,CHLA_LAB_SAMPLE_ID,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_LAB_SAMPLE_ID,CHLA_LAB_SAMPLE_ID,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_MDL,CHLA_MDL,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_MDL,CHLA_MDL,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_NARS_FLAG,CHLA_NARS_FLAG,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_NARS_FLAG,CHLA_NARS_FLAG,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_QA_FLAG,CHLA_QA_FLAG,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_QA_FLAG,CHLA_QA_FLAG,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_RESULT,CHLA_RESULT,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_RESULT,CHLA_RESULT,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_RESULT_VOL,CHLA_RESULT_VOL,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_RL,CHLA_RL,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_RL,CHLA_RL,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_SAMPLE_ID,CHLA_SAMPLE_ID,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_SAMPLE_ID,CHLA_SAMPLE_ID,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_SAMPLEVOL,CHLA_SAMPLEVOL,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_SAMPLEVOL,CHLA_SAMPLEVOL,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_SHIP_FLAG,CHLA_SHIP_FLAG,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_SHIP_FLAG,CHLA_SHIP_FLAG,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_VOLUME_ADJUST,CHLA_VOLUME_ADJUST,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_VOLUME_ADJUST,CHLA_VOLUME_ADJUST,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_VOLUME_FILTERED,CHLA_VOLUME_FILTERED,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Periphyton Chlorophyll,Chlorophyll-a,periphyton_chla_CHLA_VOLUME_FILTERED,CHLA_VOLUME_FILTERED,Chlorophyll a for NA,,,WCHL,,,,,VARIABLE,periphyton_chla
1314,NRSA 1314 Water Column Chlorophyll,Chlorophyll-a,watercolumn_chla_CHLA_DATE_ANALYZED,CHLA_DATE_ANALYZED,Chlorophyll a for NA,,,PCHL,,,,,VARIABLE,watercolumn_chla
