metric_key,cycle,dataset_id,source_column,category
phab_XSLOPE_MAP,1819,PHAB,XSLOPE_MAP,Physical habitat
phab_XSLOPE_MAP,2324,PHAB,XSLOPE_MAP,Physical habitat
phab_LSUB_DMM,1314,PHAB_LARGER,LSUB_DMM,Physical habitat
phab_LSUB_DMM,1819,PHAB,LSUB_DMM,Physical habitat
phab_LSUB_DMM,2324,PHAB,LSUB_DMM,Physical habitat
phab_LSUBD_SD,1314,PHAB_LARGER,LSUBD_SD,Physical habitat
phab_LSUBD_SD,1819,PHAB,LSUBD_SD,Physical habitat
phab_LSUBD_SD,2324,PHAB,LSUBD_SD,Physical habitat
phab_LSUB_DMM_NOR,1314,PHAB_LARGER,LSUB_DMM_NOR,Physical habitat
phab_LSUB_DMM_NOR,1819,PHAB,LSUB_DMM_NOR,Physical habitat
phab_LSUB_DMM_NOR,2324,PHAB,LSUB_DMM_NOR,Physical habitat
phab_PCT_BL,1819,PHAB,PCT_BL,Physical habitat
phab_PCT_BL,2324,PHAB,PCT_BL,Physical habitat
phab_PCT_CB,1819,PHAB,PCT_CB,Physical habitat
phab_PCT_CB,2324,PHAB,PCT_CB,Physical habitat
phab_PCT_FN,1314,PHAB_LARGER,PCT_FN,Physical habitat
phab_PCT_FN,1819,PHAB,PCT_FN,Physical habitat
phab_PCT_FN,2324,PHAB,PCT_FN,Physical habitat
phab_PCT_GC,1314,PHAB_LARGER,PCT_GC,Physical habitat
phab_PCT_GC,1819,PHAB,PCT_GC,Physical habitat
phab_PCT_GC,2324,PHAB,PCT_GC,Physical habitat
phab_PCT_GF,1314,PHAB_LARGER,PCT_GF,Physical habitat
phab_PCT_GF,1819,PHAB,PCT_GF,Physical habitat
phab_PCT_GF,2324,PHAB,PCT_GF,Physical habitat
phab_PCT_HP,1314,PHAB_LARGER,PCT_HP,Physical habitat
phab_PCT_HP,1819,PHAB,PCT_HP,Physical habitat
phab_PCT_HP,2324,PHAB,PCT_HP,Physical habitat
phab_PCT_OT,1314,PHAB_LARGER,PCT_OT,Physical habitat
phab_PCT_OT,1819,PHAB,PCT_OT,Physical habitat
phab_PCT_OT,2324,PHAB,PCT_OT,Physical habitat
phab_PCT_OM,1314,PHAB_LARGER,PCT_OM,Physical habitat
phab_PCT_OM,1819,PHAB,PCT_OM,Physical habitat
phab_PCT_OM,2324,PHAB,PCT_OM,Physical habitat
phab_PCT_RC,1314,PHAB_LARGER,PCT_RC,Physical habitat
phab_PCT_RC,1819,PHAB,PCT_RC,Physical habitat
phab_PCT_RC,2324,PHAB,PCT_RC,Physical habitat
phab_PCT_RR,1819,PHAB,PCT_RR,Physical habitat
phab_PCT_RR,2324,PHAB,PCT_RR,Physical habitat
phab_PCT_RS,1819,PHAB,PCT_RS,Physical habitat
phab_PCT_RS,2324,PHAB,PCT_RS,Physical habitat
phab_PCT_SA,1314,PHAB_LARGER,PCT_SA,Physical habitat
phab_PCT_SA,1819,PHAB,PCT_SA,Physical habitat
phab_PCT_SA,2324,PHAB,PCT_SA,Physical habitat
phab_PCT_SB,1819,PHAB,PCT_SB,Physical habitat
phab_PCT_SB,2324,PHAB,PCT_SB,Physical habitat
phab_PCT_WD,1314,PHAB_LARGER,PCT_WD,Physical habitat
phab_PCT_WD,1819,PHAB,PCT_WD,Physical habitat
phab_PCT_WD,2324,PHAB,PCT_WD,Physical habitat
phab_PCT_XB,1819,PHAB,PCT_XB,Physical habitat
phab_PCT_XB,2324,PHAB,PCT_XB,Physical habitat
phab_PCT_BIGR,1314,PHAB_LARGER,PCT_BIGR,Physical habitat
phab_PCT_BIGR,1819,PHAB,PCT_BIGR,Physical habitat
phab_PCT_BIGR,2324,PHAB,PCT_BIGR,Physical habitat
phab_PCT_BDRK,1314,PHAB_LARGER,PCT_BDRK,Physical habitat
phab_PCT_BDRK,1819,PHAB,PCT_BDRK,Physical habitat
phab_PCT_BDRK,2324,PHAB,PCT_BDRK,Physical habitat
phab_PCT_SAFN,1314,PHAB_LARGER,PCT_SAFN,Physical habitat
phab_PCT_SAFN,1819,PHAB,PCT_SAFN,Physical habitat
phab_PCT_SAFN,2324,PHAB,PCT_SAFN,Physical habitat
phab_PCT_SFGF,1314,PHAB_LARGER,PCT_SFGF,Physical habitat
phab_PCT_SFGF,1819,PHAB,PCT_SFGF,Physical habitat
phab_PCT_SFGF,2324,PHAB,PCT_SFGF,Physical habitat
phab_PCT_ORG,1314,PHAB_LARGER,PCT_ORG,Physical habitat
phab_PCT_ORG,1819,PHAB,PCT_ORG,Physical habitat
phab_PCT_ORG,2324,PHAB,PCT_ORG,Physical habitat
phab_PCT_BH,1314,PHAB_LARGER,PCT_BH,Physical habitat
phab_PCT_BH,1819,PHAB,PCT_BH,Physical habitat
phab_PCT_BH,2324,PHAB,PCT_BH,Physical habitat
phab_PCT_GR,1314,PHAB_LARGER,PCT_GR,Physical habitat
phab_PCT_GR,1819,PHAB,PCT_GR,Physical habitat
phab_PCT_GR,2324,PHAB,PCT_GR,Physical habitat
phab_XEMBED,1314,PHAB_LARGER,XEMBED,Physical habitat
phab_XEMBED,1819,PHAB,XEMBED,Physical habitat
phab_XEMBED,2324,PHAB,XEMBED,Physical habitat
phab_XCEMBED,1314,PHAB_LARGER,XCEMBED,Physical habitat
phab_XCEMBED,1819,PHAB,XCEMBED,Physical habitat
phab_XCEMBED,2324,PHAB,XCEMBED,Physical habitat
phab_SURVEY_YRS,1819,PHAB,SURVEY_YRS,Physical habitat
phab_SURVEY_YRS,2324,PHAB,SURVEY_YRS,Physical habitat
phab_XSLOPE_use,1819,PHAB,XSLOPE_USE,Physical habitat
phab_XSLOPE_use,2324,PHAB,XSLOPE_USE,Physical habitat
phab_LRBS_use,1314,PHAB_INDICATORS,LRBS_USE,Physical habitat
phab_LRBS_use,1819,PHAB,LRBS_USE,Physical habitat
phab_LRBS_use,2324,PHAB,LRBS_USE,Physical habitat
phab_RP100_cm,1819,PHAB,RP100_CM,Physical habitat
phab_RP100_cm,2324,PHAB,RP100_CM,Physical habitat
phab_PCT_SFG,1314,PHAB_LARGER,PCT_SFG,Physical habitat
phab_PCT_SFG,1819,PHAB,PCT_SFG,Physical habitat
phab_PCT_SFG,2324,PHAB,PCT_SFG,Physical habitat
phab_XGveg,1819,PHAB,XGVEG,Physical habitat
phab_XGveg,2324,PHAB,XGVEG,Physical habitat
phab_LWDeqVol_msq,1314,PHAB_LARGER,LWDEQVOL_MSQ,Physical habitat
phab_LWDeqVol_msq,1819,PHAB,LWDEQVOL_MSQ,Physical habitat
phab_LWDeqVol_msq,2324,PHAB,LWDEQVOL_MSQ,Physical habitat
phab_LWDeqVolM100,1314,PHAB_LARGER,LWDEQVOLM100,Physical habitat
phab_LWDeqVolM100,1819,PHAB,LWDEQVOLM100,Physical habitat
phab_LWDeqVolM100,2324,PHAB,LWDEQVOLM100,Physical habitat
phab_QRVeg1,1314,PHAB_LARGER,QRVEG1,Physical habitat
phab_QRVeg1,1819,PHAB,QRVEG1,Physical habitat
phab_QRVeg1,2324,PHAB,QRVEG1,Physical habitat
phab_QRVeg2,1314,PHAB_LARGER,QRVEG2,Physical habitat
phab_QRVeg2,1819,PHAB,QRVEG2,Physical habitat
phab_QRVeg2,2324,PHAB,QRVEG2,Physical habitat
phab_RDIST1,1314,PHAB_LARGER,RDIST1,Physical habitat
phab_RDIST1,1819,PHAB,RDIST1,Physical habitat
phab_RDIST1,2324,PHAB,RDIST1,Physical habitat
phab_QRDIST1,1819,PHAB,QRDIST1,Physical habitat
phab_QRDIST1,2324,PHAB,QRDIST1,Physical habitat
phab_QR1,1314,PHAB_LARGER,QR1,Physical habitat
phab_QR1,1819,PHAB,QR1,Physical habitat
phab_QR1,2324,PHAB,QR1,Physical habitat
phab_CVdth,1314,PHAB_LARGER,CVDTH,Physical habitat
phab_CVdth,1819,PHAB,CVDTH,Physical habitat
phab_CVdth,2324,PHAB,CVDTH,Physical habitat
phab_RpRat,1314,PHAB_LARGER,RPRAT,Physical habitat
phab_RpRat,1819,PHAB,RPRAT,Physical habitat
phab_RpRat,2324,PHAB,RPRAT,Physical habitat
phab_CVWIDTH,1314,PHAB_LARGER,CVWIDTH,Physical habitat
phab_CVWIDTH,1819,PHAB,CVWIDTH,Physical habitat
phab_CVWIDTH,2324,PHAB,CVWIDTH,Physical habitat
phab_CVWXD,1314,PHAB_LARGER,CVWXD,Physical habitat
phab_CVWXD,1819,PHAB,CVWXD,Physical habitat
phab_CVWXD,2324,PHAB,CVWXD,Physical habitat
bent_AMPHNTAX,1314,BENTHIC_METRICS,AMPHNTAX,Benthic macroinvertebrates
bent_AMPHNTAX,2324,BENTHIC_METRICS,AMPHNTAX,Benthic macroinvertebrates
bent_AMPHPIND,1314,BENTHIC_METRICS,AMPHPIND,Benthic macroinvertebrates
bent_AMPHPIND,2324,BENTHIC_METRICS,AMPHPIND,Benthic macroinvertebrates
bent_AMPHPTAX,1314,BENTHIC_METRICS,AMPHPTAX,Benthic macroinvertebrates
bent_AMPHPTAX,2324,BENTHIC_METRICS,AMPHPTAX,Benthic macroinvertebrates
bent_BURRNTAX,1314,BENTHIC_METRICS,BURRNTAX,Benthic macroinvertebrates
bent_BURRNTAX,2324,BENTHIC_METRICS,BURRNTAX,Benthic macroinvertebrates
bent_BURRPIND,1314,BENTHIC_METRICS,BURRPIND,Benthic macroinvertebrates
bent_BURRPIND,2324,BENTHIC_METRICS,BURRPIND,Benthic macroinvertebrates
bent_BURRPTAX,1314,BENTHIC_METRICS,BURRPTAX,Benthic macroinvertebrates
bent_BURRPTAX,2324,BENTHIC_METRICS,BURRPTAX,Benthic macroinvertebrates
bent_CHIRDOM1PIND,1314,BENTHIC_METRICS,CHIRDOM1PIND,Benthic macroinvertebrates
bent_CHIRDOM1PIND,2324,BENTHIC_METRICS,CHIRDOM1PIND,Benthic macroinvertebrates
bent_CHIRDOM3PIND,1314,BENTHIC_METRICS,CHIRDOM3PIND,Benthic macroinvertebrates
bent_CHIRDOM3PIND,2324,BENTHIC_METRICS,CHIRDOM3PIND,Benthic macroinvertebrates
bent_CHIRDOM5PIND,1314,BENTHIC_METRICS,CHIRDOM5PIND,Benthic macroinvertebrates
bent_CHIRDOM5PIND,2324,BENTHIC_METRICS,CHIRDOM5PIND,Benthic macroinvertebrates
bent_CHIRNTAX,1314,BENTHIC_METRICS,CHIRNTAX,Benthic macroinvertebrates
bent_CHIRNTAX,2324,BENTHIC_METRICS,CHIRNTAX,Benthic macroinvertebrates
bent_CHIRPIND,1314,BENTHIC_METRICS,CHIRPIND,Benthic macroinvertebrates
bent_CHIRPIND,2324,BENTHIC_METRICS,CHIRPIND,Benthic macroinvertebrates
bent_CHIRPTAX,1314,BENTHIC_METRICS,CHIRPTAX,Benthic macroinvertebrates
bent_CHIRPTAX,2324,BENTHIC_METRICS,CHIRPTAX,Benthic macroinvertebrates
bent_CLMBNTAX,1314,BENTHIC_METRICS,CLMBNTAX,Benthic macroinvertebrates
bent_CLMBNTAX,2324,BENTHIC_METRICS,CLMBNTAX,Benthic macroinvertebrates
bent_CLMBPIND,1314,BENTHIC_METRICS,CLMBPIND,Benthic macroinvertebrates
bent_CLMBPIND,2324,BENTHIC_METRICS,CLMBPIND,Benthic macroinvertebrates
bent_CLMBPTAX,1314,BENTHIC_METRICS,CLMBPTAX,Benthic macroinvertebrates
bent_CLMBPTAX,2324,BENTHIC_METRICS,CLMBPTAX,Benthic macroinvertebrates
bent_CLNGNTAX,1314,BENTHIC_METRICS,CLNGNTAX,Benthic macroinvertebrates
bent_CLNGNTAX,2324,BENTHIC_METRICS,CLNGNTAX,Benthic macroinvertebrates
bent_CLNGPIND,1314,BENTHIC_METRICS,CLNGPIND,Benthic macroinvertebrates
bent_CLNGPIND,2324,BENTHIC_METRICS,CLNGPIND,Benthic macroinvertebrates
bent_CLNGPTAX,1314,BENTHIC_METRICS,CLNGPTAX,Benthic macroinvertebrates
bent_CLNGPTAX,2324,BENTHIC_METRICS,CLNGPTAX,Benthic macroinvertebrates
bent_COFINTAX,1314,BENTHIC_METRICS,COFINTAX,Benthic macroinvertebrates
bent_COFINTAX,2324,BENTHIC_METRICS,COFINTAX,Benthic macroinvertebrates
bent_COFIPIND,1314,BENTHIC_METRICS,COFIPIND,Benthic macroinvertebrates
bent_COFIPIND,2324,BENTHIC_METRICS,COFIPIND,Benthic macroinvertebrates
bent_COFIPTAX,1314,BENTHIC_METRICS,COFIPTAX,Benthic macroinvertebrates
bent_COFIPTAX,2324,BENTHIC_METRICS,COFIPTAX,Benthic macroinvertebrates
bent_COFITRICNTAX,1314,BENTHIC_METRICS,COFITRICNTAX,Benthic macroinvertebrates
bent_COFITRICNTAX,2324,BENTHIC_METRICS,COFITRICNTAX,Benthic macroinvertebrates
bent_COFITRICPIND,1314,BENTHIC_METRICS,COFITRICPIND,Benthic macroinvertebrates
bent_COFITRICPIND,2324,BENTHIC_METRICS,COFITRICPIND,Benthic macroinvertebrates
bent_COFITRICPTAX,1314,BENTHIC_METRICS,COFITRICPTAX,Benthic macroinvertebrates
bent_COFITRICPTAX,2324,BENTHIC_METRICS,COFITRICPTAX,Benthic macroinvertebrates
bent_COGANTAX,1314,BENTHIC_METRICS,COGANTAX,Benthic macroinvertebrates
bent_COGANTAX,2324,BENTHIC_METRICS,COGANTAX,Benthic macroinvertebrates
bent_COGAPIND,1314,BENTHIC_METRICS,COGAPIND,Benthic macroinvertebrates
bent_COGAPIND,2324,BENTHIC_METRICS,COGAPIND,Benthic macroinvertebrates
bent_COGAPTAX,1314,BENTHIC_METRICS,COGAPTAX,Benthic macroinvertebrates
bent_COGAPTAX,2324,BENTHIC_METRICS,COGAPTAX,Benthic macroinvertebrates
bent_CRUSNTAX,1314,BENTHIC_METRICS,CRUSNTAX,Benthic macroinvertebrates
bent_CRUSNTAX,2324,BENTHIC_METRICS,CRUSNTAX,Benthic macroinvertebrates
bent_CRUSPIND,1314,BENTHIC_METRICS,CRUSPIND,Benthic macroinvertebrates
bent_CRUSPIND,2324,BENTHIC_METRICS,CRUSPIND,Benthic macroinvertebrates
bent_CRUSPTAX,1314,BENTHIC_METRICS,CRUSPTAX,Benthic macroinvertebrates
bent_CRUSPTAX,2324,BENTHIC_METRICS,CRUSPTAX,Benthic macroinvertebrates
bent_DIPTNTAX,1314,BENTHIC_METRICS,DIPTNTAX,Benthic macroinvertebrates
bent_DIPTNTAX,2324,BENTHIC_METRICS,DIPTNTAX,Benthic macroinvertebrates
bent_DIPTPIND,1314,BENTHIC_METRICS,DIPTPIND,Benthic macroinvertebrates
bent_DIPTPIND,2324,BENTHIC_METRICS,DIPTPIND,Benthic macroinvertebrates
bent_DIPTPTAX,1314,BENTHIC_METRICS,DIPTPTAX,Benthic macroinvertebrates
bent_DIPTPTAX,2324,BENTHIC_METRICS,DIPTPTAX,Benthic macroinvertebrates
bent_DOM1PIND,1314,BENTHIC_METRICS,DOM1PIND,Benthic macroinvertebrates
bent_DOM1PIND,2324,BENTHIC_METRICS,DOM1PIND,Benthic macroinvertebrates
bent_DOM3PIND,1314,BENTHIC_METRICS,DOM3PIND,Benthic macroinvertebrates
bent_DOM3PIND,2324,BENTHIC_METRICS,DOM3PIND,Benthic macroinvertebrates
bent_DOM5PIND,1314,BENTHIC_METRICS,DOM5PIND,Benthic macroinvertebrates
bent_DOM5PIND,2324,BENTHIC_METRICS,DOM5PIND,Benthic macroinvertebrates
bent_EPHENTAX,1314,BENTHIC_METRICS,EPHENTAX,Benthic macroinvertebrates
bent_EPHENTAX,2324,BENTHIC_METRICS,EPHENTAX,Benthic macroinvertebrates
bent_EPHEPIND,1314,BENTHIC_METRICS,EPHEPIND,Benthic macroinvertebrates
bent_EPHEPIND,2324,BENTHIC_METRICS,EPHEPIND,Benthic macroinvertebrates
bent_EPHEPTAX,1314,BENTHIC_METRICS,EPHEPTAX,Benthic macroinvertebrates
bent_EPHEPTAX,2324,BENTHIC_METRICS,EPHEPTAX,Benthic macroinvertebrates
bent_EPOTNTAX,1314,BENTHIC_METRICS,EPOTNTAX,Benthic macroinvertebrates
bent_EPOTNTAX,2324,BENTHIC_METRICS,EPOTNTAX,Benthic macroinvertebrates
bent_EPOTPIND,1314,BENTHIC_METRICS,EPOTPIND,Benthic macroinvertebrates
bent_EPOTPIND,2324,BENTHIC_METRICS,EPOTPIND,Benthic macroinvertebrates
bent_EPOTPTAX,1314,BENTHIC_METRICS,EPOTPTAX,Benthic macroinvertebrates
bent_EPOTPTAX,2324,BENTHIC_METRICS,EPOTPTAX,Benthic macroinvertebrates
bent_EPT_NTAX,1314,BENTHIC_METRICS,EPT_NTAX,Benthic macroinvertebrates
bent_EPT_NTAX,2324,BENTHIC_METRICS,EPT_NTAX,Benthic macroinvertebrates
bent_EPT_PIND,1314,BENTHIC_METRICS,EPT_PIND,Benthic macroinvertebrates
bent_EPT_PIND,2324,BENTHIC_METRICS,EPT_PIND,Benthic macroinvertebrates
bent_EPT_PTAX,1314,BENTHIC_METRICS,EPT_PTAX,Benthic macroinvertebrates
bent_EPT_PTAX,2324,BENTHIC_METRICS,EPT_PTAX,Benthic macroinvertebrates
bent_FACLNTAX,1314,BENTHIC_METRICS,FACLNTAX,Benthic macroinvertebrates
bent_FACLNTAX,2324,BENTHIC_METRICS,FACLNTAX,Benthic macroinvertebrates
bent_FACLPIND,1314,BENTHIC_METRICS,FACLPIND,Benthic macroinvertebrates
bent_FACLPIND,2324,BENTHIC_METRICS,FACLPIND,Benthic macroinvertebrates
bent_FACLPTAX,1314,BENTHIC_METRICS,FACLPTAX,Benthic macroinvertebrates
bent_FACLPTAX,2324,BENTHIC_METRICS,FACLPTAX,Benthic macroinvertebrates
bent_HEMINTAX,1314,BENTHIC_METRICS,HEMINTAX,Benthic macroinvertebrates
bent_HEMINTAX,2324,BENTHIC_METRICS,HEMINTAX,Benthic macroinvertebrates
bent_HEMIPIND,1314,BENTHIC_METRICS,HEMIPIND,Benthic macroinvertebrates
bent_HEMIPIND,2324,BENTHIC_METRICS,HEMIPIND,Benthic macroinvertebrates
bent_HEMIPTAX,1314,BENTHIC_METRICS,HEMIPTAX,Benthic macroinvertebrates
bent_HEMIPTAX,2324,BENTHIC_METRICS,HEMIPTAX,Benthic macroinvertebrates
bent_HPRIME,1314,BENTHIC_METRICS,HPRIME,Benthic macroinvertebrates
bent_HPRIME,2324,BENTHIC_METRICS,HPRIME,Benthic macroinvertebrates
bent_INTLNTAX,1314,BENTHIC_METRICS,INTLNTAX,Benthic macroinvertebrates
bent_INTLNTAX,2324,BENTHIC_METRICS,INTLNTAX,Benthic macroinvertebrates
bent_INTLPIND,1314,BENTHIC_METRICS,INTLPIND,Benthic macroinvertebrates
bent_INTLPIND,2324,BENTHIC_METRICS,INTLPIND,Benthic macroinvertebrates
bent_INTLPTAX,1314,BENTHIC_METRICS,INTLPTAX,Benthic macroinvertebrates
bent_INTLPTAX,2324,BENTHIC_METRICS,INTLPTAX,Benthic macroinvertebrates
bent_MITENTAX,1314,BENTHIC_METRICS,MITENTAX,Benthic macroinvertebrates
bent_MITENTAX,2324,BENTHIC_METRICS,MITENTAX,Benthic macroinvertebrates
bent_MITEPIND,1314,BENTHIC_METRICS,MITEPIND,Benthic macroinvertebrates
bent_MITEPIND,2324,BENTHIC_METRICS,MITEPIND,Benthic macroinvertebrates
bent_MITEPTAX,1314,BENTHIC_METRICS,MITEPTAX,Benthic macroinvertebrates
bent_MITEPTAX,2324,BENTHIC_METRICS,MITEPTAX,Benthic macroinvertebrates
bent_MOLLNTAX,1314,BENTHIC_METRICS,MOLLNTAX,Benthic macroinvertebrates
bent_MOLLNTAX,2324,BENTHIC_METRICS,MOLLNTAX,Benthic macroinvertebrates
bent_MOLLPIND,1314,BENTHIC_METRICS,MOLLPIND,Benthic macroinvertebrates
bent_MOLLPIND,2324,BENTHIC_METRICS,MOLLPIND,Benthic macroinvertebrates
bent_MOLLPTAX,1314,BENTHIC_METRICS,MOLLPTAX,Benthic macroinvertebrates
bent_MOLLPTAX,2324,BENTHIC_METRICS,MOLLPTAX,Benthic macroinvertebrates
bent_NOINNTAX,1314,BENTHIC_METRICS,NOINNTAX,Benthic macroinvertebrates
bent_NOINNTAX,2324,BENTHIC_METRICS,NOINNTAX,Benthic macroinvertebrates
bent_NOINPIND,1314,BENTHIC_METRICS,NOINPIND,Benthic macroinvertebrates
bent_NOINPIND,2324,BENTHIC_METRICS,NOINPIND,Benthic macroinvertebrates
bent_NOINPTAX,1314,BENTHIC_METRICS,NOINPTAX,Benthic macroinvertebrates
bent_NOINPTAX,2324,BENTHIC_METRICS,NOINPTAX,Benthic macroinvertebrates
bent_NTOLNTAX,1314,BENTHIC_METRICS,NTOLNTAX,Benthic macroinvertebrates
bent_NTOLNTAX,2324,BENTHIC_METRICS,NTOLNTAX,Benthic macroinvertebrates
bent_NTOLPIND,1314,BENTHIC_METRICS,NTOLPIND,Benthic macroinvertebrates
bent_NTOLPIND,2324,BENTHIC_METRICS,NTOLPIND,Benthic macroinvertebrates
bent_NTOLPTAX,1314,BENTHIC_METRICS,NTOLPTAX,Benthic macroinvertebrates
bent_NTOLPTAX,2324,BENTHIC_METRICS,NTOLPTAX,Benthic macroinvertebrates
bent_ODONNTAX,1314,BENTHIC_METRICS,ODONNTAX,Benthic macroinvertebrates
bent_ODONNTAX,2324,BENTHIC_METRICS,ODONNTAX,Benthic macroinvertebrates
bent_ODONPIND,1314,BENTHIC_METRICS,ODONPIND,Benthic macroinvertebrates
bent_ODONPIND,2324,BENTHIC_METRICS,ODONPIND,Benthic macroinvertebrates
bent_ODONPTAX,1314,BENTHIC_METRICS,ODONPTAX,Benthic macroinvertebrates
bent_ODONPTAX,2324,BENTHIC_METRICS,ODONPTAX,Benthic macroinvertebrates
bent_OLLENTAX,1314,BENTHIC_METRICS,OLLENTAX,Benthic macroinvertebrates
bent_OLLENTAX,2324,BENTHIC_METRICS,OLLENTAX,Benthic macroinvertebrates
bent_OLLEPIND,1314,BENTHIC_METRICS,OLLEPIND,Benthic macroinvertebrates
bent_OLLEPIND,2324,BENTHIC_METRICS,OLLEPIND,Benthic macroinvertebrates
bent_OLLEPTAX,1314,BENTHIC_METRICS,OLLEPTAX,Benthic macroinvertebrates
bent_OLLEPTAX,2324,BENTHIC_METRICS,OLLEPTAX,Benthic macroinvertebrates
bent_ORTHCHIRPIND,1314,BENTHIC_METRICS,ORTHCHIRPIND,Benthic macroinvertebrates
bent_ORTHCHIRPIND,2324,BENTHIC_METRICS,ORTHCHIRPIND,Benthic macroinvertebrates
bent_ORTHNTAX,1314,BENTHIC_METRICS,ORTHNTAX,Benthic macroinvertebrates
bent_ORTHNTAX,2324,BENTHIC_METRICS,ORTHNTAX,Benthic macroinvertebrates
bent_ORTHPIND,1314,BENTHIC_METRICS,ORTHPIND,Benthic macroinvertebrates
bent_ORTHPIND,2324,BENTHIC_METRICS,ORTHPIND,Benthic macroinvertebrates
bent_ORTHPTAX,1314,BENTHIC_METRICS,ORTHPTAX,Benthic macroinvertebrates
bent_ORTHPTAX,2324,BENTHIC_METRICS,ORTHPTAX,Benthic macroinvertebrates
bent_PLECNTAX,1314,BENTHIC_METRICS,PLECNTAX,Benthic macroinvertebrates
bent_PLECNTAX,2324,BENTHIC_METRICS,PLECNTAX,Benthic macroinvertebrates
bent_PLECPIND,1314,BENTHIC_METRICS,PLECPIND,Benthic macroinvertebrates
bent_PLECPIND,2324,BENTHIC_METRICS,PLECPIND,Benthic macroinvertebrates
bent_PLECPTAX,1314,BENTHIC_METRICS,PLECPTAX,Benthic macroinvertebrates
bent_PLECPTAX,2324,BENTHIC_METRICS,PLECPTAX,Benthic macroinvertebrates
bent_PREDNTAX,1314,BENTHIC_METRICS,PREDNTAX,Benthic macroinvertebrates
bent_PREDNTAX,2324,BENTHIC_METRICS,PREDNTAX,Benthic macroinvertebrates
bent_PREDPIND,1314,BENTHIC_METRICS,PREDPIND,Benthic macroinvertebrates
bent_PREDPIND,2324,BENTHIC_METRICS,PREDPIND,Benthic macroinvertebrates
bent_PREDPTAX,1314,BENTHIC_METRICS,PREDPTAX,Benthic macroinvertebrates
bent_PREDPTAX,2324,BENTHIC_METRICS,PREDPTAX,Benthic macroinvertebrates
bent_SCRPNTAX,1314,BENTHIC_METRICS,SCRPNTAX,Benthic macroinvertebrates
bent_SCRPNTAX,2324,BENTHIC_METRICS,SCRPNTAX,Benthic macroinvertebrates
bent_SCRPPIND,1314,BENTHIC_METRICS,SCRPPIND,Benthic macroinvertebrates
bent_SCRPPIND,2324,BENTHIC_METRICS,SCRPPIND,Benthic macroinvertebrates
bent_SCRPPTAX,1314,BENTHIC_METRICS,SCRPPTAX,Benthic macroinvertebrates
bent_SCRPPTAX,2324,BENTHIC_METRICS,SCRPPTAX,Benthic macroinvertebrates
bent_SHRDNTAX,1314,BENTHIC_METRICS,SHRDNTAX,Benthic macroinvertebrates
bent_SHRDNTAX,2324,BENTHIC_METRICS,SHRDNTAX,Benthic macroinvertebrates
bent_SHRDPIND,1314,BENTHIC_METRICS,SHRDPIND,Benthic macroinvertebrates
bent_SHRDPIND,2324,BENTHIC_METRICS,SHRDPIND,Benthic macroinvertebrates
bent_SHRDPTAX,1314,BENTHIC_METRICS,SHRDPTAX,Benthic macroinvertebrates
bent_SHRDPTAX,2324,BENTHIC_METRICS,SHRDPTAX,Benthic macroinvertebrates
bent_SPWLNTAX,1314,BENTHIC_METRICS,SPWLNTAX,Benthic macroinvertebrates
bent_SPWLNTAX,2324,BENTHIC_METRICS,SPWLNTAX,Benthic macroinvertebrates
bent_SPWLPIND,1314,BENTHIC_METRICS,SPWLPIND,Benthic macroinvertebrates
bent_SPWLPIND,2324,BENTHIC_METRICS,SPWLPIND,Benthic macroinvertebrates
bent_SPWLPTAX,1314,BENTHIC_METRICS,SPWLPTAX,Benthic macroinvertebrates
bent_SPWLPTAX,2324,BENTHIC_METRICS,SPWLPTAX,Benthic macroinvertebrates
bent_STOLNTAX,1314,BENTHIC_METRICS,STOLNTAX,Benthic macroinvertebrates
bent_STOLNTAX,2324,BENTHIC_METRICS,STOLNTAX,Benthic macroinvertebrates
bent_STOLPIND,1314,BENTHIC_METRICS,STOLPIND,Benthic macroinvertebrates
bent_STOLPIND,2324,BENTHIC_METRICS,STOLPIND,Benthic macroinvertebrates
bent_STOLPTAX,1314,BENTHIC_METRICS,STOLPTAX,Benthic macroinvertebrates
bent_STOLPTAX,2324,BENTHIC_METRICS,STOLPTAX,Benthic macroinvertebrates
bent_SWIMNTAX,1314,BENTHIC_METRICS,SWIMNTAX,Benthic macroinvertebrates
bent_SWIMNTAX,2324,BENTHIC_METRICS,SWIMNTAX,Benthic macroinvertebrates
bent_SWIMPIND,1314,BENTHIC_METRICS,SWIMPIND,Benthic macroinvertebrates
bent_SWIMPIND,2324,BENTHIC_METRICS,SWIMPIND,Benthic macroinvertebrates
bent_SWIMPTAX,1314,BENTHIC_METRICS,SWIMPTAX,Benthic macroinvertebrates
bent_SWIMPTAX,2324,BENTHIC_METRICS,SWIMPTAX,Benthic macroinvertebrates
bent_TANYNTAX,1314,BENTHIC_METRICS,TANYNTAX,Benthic macroinvertebrates
bent_TANYNTAX,2324,BENTHIC_METRICS,TANYNTAX,Benthic macroinvertebrates
bent_TANYPIND,1314,BENTHIC_METRICS,TANYPIND,Benthic macroinvertebrates
bent_TANYPIND,2324,BENTHIC_METRICS,TANYPIND,Benthic macroinvertebrates
bent_TANYPTAX,1314,BENTHIC_METRICS,TANYPTAX,Benthic macroinvertebrates
bent_TANYPTAX,2324,BENTHIC_METRICS,TANYPTAX,Benthic macroinvertebrates
bent_TL01NTAX,1314,BENTHIC_METRICS,TL01NTAX,Benthic macroinvertebrates
